contract_id,contract_start_date,annual_amount,ejari_property_sub_type_en,area_name_en
CRT2132813156,2025-10-03,105000,1bed room+Hall,Hadaeq Sheikh Mohammed Bin Rashid
CRT2127506566,2025-01-01,300000,Room in labor Camp,Jabal Ali Industrial First
CNT2130801209,2025-04-23,13833333,Hotel,Hor Al Anz East
CNT2129832965,2025-02-18,15000,Office,Dubai Investment Park First
CRT2133060526,2025-10-01,52000,Studio,Al Barsha South Fourth
CRT2132993531,2025-06-15,215000,4 bed rooms+hall,Wadi Al Safa 5
CNT2131326128,2025-06-16,15000,Office,Al Barsha First
CNT2130519947,2025-04-10,226800,Room in labor Camp,Muhaisanah Second
CNT2133233399,2025-10-29,20000,Office,Trade Center First
CNT2128520074,2025-01-13,200000,4 bed rooms+hall,Al Thanyah Fifth
CNT2132383632,2025-08-15,324000,Labor Camp,Jabal Ali Industrial First
CNT2133971110,2026-01-01,2272742,Office,Al Safouh Second
CNT2129998534,2025-02-08,52000,2 bed rooms+hall,Al Nahda Second
CNT2131732725,2025-01-01,670622,Shop,Al-Cornich
CNT2128823957,2025-01-05,33500,2 bed rooms+hall,Al Goze Fourth
CNT2131302438,2025-07-01,30030,2 bed rooms+hall,AL QUSAIS
CNT2134271888,2025-12-31,54882,1bed room+Hall,Jabal Ali First
CNT2132864646,2025-08-05,2815200,Room in labor Camp,Dubai Investment Park First
CNT2130001656,2025-02-20,28500,Office,Naif
CNT2128295258,2025-01-15,290436,Parking,Al Muteena
CNT2131422607,2025-01-23,39000,1bed room+Hall,Al Qusais Industrial Fifth
CNT2132993410,2025-10-12,35000,1bed room+Hall,Al Qusais Industrial Fifth
CNT2134084674,2025-12-01,583200,Room in labor Camp,Jabal Ali Industrial First
CNT2134088564,2026-01-10,42000,1bed room+Hall,Al Warqa First
CNT2132605495,2025-09-10,444740,Studio,Jabal Ali Industrial First
CNT2129433794,2025-02-10,365000,Office,Al Thanyah First
CRT2130480756,2025-04-15,122500,2 bed rooms+hall,Business Bay
CRT2132388576,2025-08-01,36000,Shop,Al Jafliya
CNT2128297199,2025-01-20,10000,Office,Port Saeed
CRT2128322706,2025-01-02,114000,1bed room+Hall,Hadaeq Sheikh Mohammed Bin Rashid
CRT2129452166,2025-02-15,500000,Office,Al Thanyah Fifth
CNT2131881040,2025-05-21,96000,Shop with a mezzanine,Al Ras
CNT2129977455,2025-02-28,13000,Office,Oud Metha
CNT2132378062,2025-08-25,21000,Office,Dubai Investment Park First
CNT2133472463,2025-12-25,33000,Studio,Al Warsan First
CNT2131666457,2025-03-31,40096,1bed room+Hall,Jabal Ali First
CNT2131047157,2025-05-20,33600,Studio,Dubai Investment Park Second
CNT2131802514,2025-06-15,70000,2 bed rooms+hall,Al Hamriya
CNT2128119006,2025-02-25,13000,Office,Al Raffa
CNT2132869790,2025-09-10,70000,2 bed rooms+hall,Saih Shuaib 2
CRT2133753776,2025-12-01,58000,Studio,Saih Shuaib 2
CNT2132392616,2025-09-01,62500,Warehouse,Jabal Ali Industrial First
CNT2133819752,2026-01-01,27830,Studio,Warsan Fourth
CNT2123060271,2025-01-01,34240,Office,Al Rega
CNT2130156636,2025-03-01,38000,1bed room+Hall,Al Warsan First
CNT2134113452,2025-11-05,296400,Room in labor Camp,Jabal Ali Industrial First
CNT2130831816,2025-05-01,415000,Office,Al Ras
CNT2132986853,2025-10-12,68640,Shop,Al Suq Al Kabeer
CNT2131542728,2025-08-20,48000,2 bed rooms+hall,Al Nahda Second
CRT2127506566,2025-01-01,300000,Room in labor Camp,Jabal Ali Industrial First
CNT2132529865,2025-09-03,40320,2 bed rooms+hall,Al Goze Fourth
CNT2128967388,2025-02-10,365625,Office,Trade Center First
CNT2131835837,2025-06-01,75000,1bed room+Hall,Marsa Dubai
CNT2133812758,2025-12-15,45000,Studio,Al Satwa
CRT2131161796,2025-06-01,85000,Office,Business Bay
CNT2132283161,2025-08-18,15000,Office,Saih Shuaib 3
CNT2117181564,2025-07-01,28935000,3 bed rooms+hall,Business Bay
CNT2130199115,2025-04-17,60375,2 bed rooms+hall,Mirdif
CNT2130395219,2025-04-11,145000,2 bed rooms+hall,Business Bay
CNT2130158225,2025-02-19,105085,Office,Al Thanyah Fifth
CNT2130886593,2025-05-07,2136,Room in labor Camp,Muhaisanah Second
CNT2132955573,2025-10-10,45000,Studio,Wadi Al Safa 5
CNT2127805015,2025-01-06,201600,Room in labor Camp,Al Goze Industrial First
CNT2131320498,2025-06-23,55000,Office,Al Dhagaya
CNT2131422177,2025-07-11,45000,2 bed rooms+hall,Al Qusais Industrial Fifth
CNT2133842218,2025-12-12,15000,Office,Al Murqabat
CNT2133959856,2025-12-23,25000,Studio,Al Mararr
CNT2127432088,2025-01-14,42446,2 bed rooms+hall,Muhaisanah Fourth
CNT2131567667,2025-06-18,30000,Room in labor Camp,Dubai Investment Park Second
CNT2131844959,2025-07-15,20000,Office,Hor Al Anz
CRT2130647846,2025-04-13,200000,3 bed rooms+hall,Al Barsha South Fourth
CNT2131814907,2025-07-01,187000,3 bed rooms+hall,Al Safouh Second
CRT2130915436,2025-05-16,60000,Studio,Business Bay
CNT2131815220,2025-09-15,85885,3 bed rooms+hall,Mirdif
CNT2128137432,2025-01-13,65000,2 bed rooms+hall,Al Warqa First
CNT2130595570,2025-04-25,110000,1bed room+Hall,Al Barsha South Fifth
CNT2131162403,2025-06-10,48000,Shop,Al Suq Al Kabeer
CNT2131343585,2025-06-05,4896000,Room in labor Camp,Jabal Ali Industrial First
CRT2130367086,2025-02-26,35000,1bed room+Hall,Al Thanyah Fifth
CNT2133810545,2025-12-15,400000,Hotel,Al Warsan First
CNT2133132281,2025-11-01,50000,1bed room+Hall,Muhaisanah Fourth
CNT2131055806,2025-05-26,170000,4 bed rooms+hall,Al Yelayiss 2
CNT2130958091,2025-06-01,56000,2 bed rooms+hall,Al Warqa First
CNT2130636253,2025-06-24,80000,2 bed rooms+hall,Jabal Ali Industrial First
CNT2134092497,2026-01-01,90000,3 bed rooms+hall,Al Murqabat
CNT2127642793,2025-01-19,15000,Office,AL TWAR FIFTH
CNT2131104786,2025-05-31,87500,2 bed rooms+hall,Jabal Ali First
CNT2133679061,2025-11-28,42000,1bed room+Hall,Al Mararr
CNT2133993989,2026-01-01,26000,Studio,Al Mararr
CRT2132588016,2025-09-19,105000,1bed room+Hall,Marsa Dubai
CNT2130735918,2025-05-15,66500,1bed room+Hall,Madinat Al Mataar
CNT2130366315,2025-04-03,15000,Office,Al Khabeesi
CNT2133350013,2025-08-01,72000,1bed room+Hall,Al Barsha South Fourth
CNT2127968409,2025-01-14,15000,Office,Al Mararr
CNT2132093739,2025-08-05,80000,1bed room+Hall,Al Hebiah Sixth
CNT2131782345,2025-10-19,34500,Studio,Jabal Ali Industrial First
CNT2130445120,2025-05-05,57600,Studio,Al Thanyah Fifth
CNT2130308610,2025-04-01,59000,1bed room+Hall,Port Saeed
CNT2131180807,2025-06-08,52999,2 bed rooms+hall,Muhaisanah Fourth
CNT2132561010,2025-09-09,15000,Office,Al Khabeesi
CNT2132475066,2025-09-25,57750,1bed room+Hall,Mankhool
CNT2133892420,2026-01-20,310000,3 bed rooms+hall,Um Suqaim Third
CNT2128522487,2025-01-15,46000,1bed room+Hall,Nadd Hessa
CNT2133722503,2025-12-09,220000,Shop,Al Mararr
CNT2133843551,2025-12-15,44000,1bed room+Hall,Al Nahda Second
CNT2128733465,2025-01-30,40000,1bed room+Hall,Al Nahda Second
CNT2133908940,2025-11-01,2151960,Room in labor Camp,Muhaisanah Second
CNT2130567272,2025-04-18,58190,2 bed rooms+hall,Nadd Hessa
CNT2130928953,2025-05-10,24000,Studio,Al Warsan First
CRT2133913486,2025-12-18,15000,Office,Port Saeed
CNT2125876514,2025-01-01,650000,Hotel,Al Sabkha
CNT2134291870,2026-02-18,93000,2 bed rooms+hall,Al Jadaf
CNT2130984971,2025-05-15,842400,Room in labor Camp,Al Goze Third
CNT2130216986,2025-03-15,1328400,Room,Dubai Investment Park First
CNT2130563712,2025-04-07,55650,2 bed rooms+hall,Al Nahda First
CNT2131369855,2025-06-18,15000,Office,Business Bay
CRT2132230026,2025-06-14,1080000,Room in labor Camp,Jabal Ali Industrial First
CNT2129837754,2025-01-01,774000,Room in labor Camp,Dubai Investment Park Second
CNT2133993884,2025-11-10,205000,Shop,Jabal Ali Industrial First
CNT2128718671,2025-01-29,15000,Office,Al Baraha
CNT2134210256,2025-11-01,460800,Room in labor Camp,Muhaisanah Second
CNT2129439677,2025-02-01,33880,Studio,Al Goze Fourth
CNT2129959478,2025-02-27,70000,1bed room+Hall,Al Hebiah Third
CNT2133892624,2025-11-01,721479,Room in labor Camp,Muhaisanah Second
CNT2126346430,2025-03-29,45203,Studio,Al Hebiah Fifth
CNT2126813999,2025-01-07,39000,1bed room+Hall,Muhaisanah Fourth
CNT2130166451,2025-01-15,1734600,Office,Al Karama
CNT2132247791,2025-06-01,28000,Studio,Abu Hail
CNT2131310434,2025-06-14,57000,Studio,Business Bay
CNT2130041534,2025-03-07,100000,1bed room+Hall,Marsa Dubai
CNT2133879178,2025-11-05,95000,2 bed rooms+hall,Marsa Dubai
CNT2134334023,2026-01-20,15000,Office,Al Murqabat
CNT2131384250,2025-06-19,20000,Office,Trade Center First
CNT2129116852,2025-02-01,235577,4 bed rooms+hall,Marsa Dubai
CNT2131905222,2025-09-05,43000,1bed room+Hall,AL QUSAIS
CNT2132560637,2025-09-09,15000,Office,Port Saeed
CNT2131206429,2025-06-04,72389,1bed room+Hall,Al Barshaa South Third
CNT2130744376,2025-05-01,110208,Room in labor Camp,Muhaisanah Second
CNT2133923312,2025-11-01,720000,Room in labor Camp,Jabal Ali Industrial First
CNT2132197506,2025-08-20,75000,2 bed rooms+hall,Nad Al Hamar
CNT2133275270,2025-11-01,60000,Studio,Al Merkadh
CNT2132331958,2025-08-21,99360,Office,Nadd Hessa
CRT2130945636,2025-05-25,125000,2 bed rooms+hall,Hadaeq Sheikh Mohammed Bin Rashid
CNT2132123754,2025-04-21,567000,Hotel,Naif
CNT2133624071,2026-01-01,76000,2 bed rooms+hall,Al Jadaf
CNT2133252803,2025-10-30,15000,Office,Hor Al Anz
CNT2131972469,2025-07-24,15000,Office,Hor Al Anz
CNT2132054470,2025-07-21,196102,Warehouse,Dubai Investment Park Second
CNT2131524936,2025-06-25,10000,Office,Mankhool
CNT2132475310,2025-08-26,65000,2 bed rooms+hall,Nad Al Hamar
CNT2133440076,2025-10-31,71000,Warehouse,Al Qusais Industrial First
CNT2131809723,2025-07-22,55000,1bed room+Hall,Wadi Al Safa 3
CRT2133446956,2025-11-11,165000,3 bed rooms+hall,Madinat Al Mataar
CNT2128532302,2025-02-01,27720,Studio,Wadi Al Safa 5
CNT2132644292,2025-10-11,30000,Studio,Al Warsan First
CRT2132232706,2025-08-20,140000,3 bed rooms+hall,Wadi Al Safa 7
CNT2132568272,2025-09-07,20000,Office,Al Hamriya
CNT2132717463,2025-09-28,75000,2 bed rooms+hall,Al Thanyah First
CNT2129374077,2025-03-01,45150,2 bed rooms+hall,Muhaisanah Fourth
CNT2133420892,2025-12-08,50000,2 bed rooms+hall,Al Qusais Industrial Fifth
CNT2132498980,2025-09-01,73500,2 bed rooms+hall,Nadd Hessa
CNT2132909939,2025-10-01,115000,Shop,Muhaisanah Fourth
CNT2133462458,2025-11-01,1680000,Room in labor Camp,Madinat Dubai Almelaheyah
CNT2126469508,2025-01-05,137500,Office,Al Thanyah Fifth
CNT2130776616,2025-04-25,24000,Studio,Al Suq Al Kabeer
CNT2133091068,2025-09-25,1100000,Room in labor Camp,Al Goze Industrial Second
CRT2132336446,2025-03-20,37000,Studio,Al Barsha South Fourth
CNT2128571317,2025-02-01,85000,2 bed rooms+hall,Al Satwa
CRT2134036536,2025-12-31,68000,1bed room+Hall,Al Barshaa South Third
CNT2130135827,2025-03-20,191009,4 bed rooms+hall,Al Saffa Second
CRT2129954716,2025-03-06,55000,1bed room+Hall,Madinat Al Mataar
CNT2130120166,2025-03-27,60499,1bed room+Hall,Al Barsha First
CNT2125446951,2025-01-01,75000,2 bed rooms+hall,Al Muteena
CNT2132781799,2025-09-25,15000,Office,Al Karama
CRT2132856976,2025-10-01,310000,Office,Business Bay
CNT2130228408,2025-03-25,42000,1bed room+Hall,Al Nahda First
CNT2128566062,2025-02-01,60000,2 bed rooms+hall,Port Saeed
CNT2133244738,2025-10-30,15000,Office,Al Goze Industrial First
CNT2131775911,2025-07-09,15000,Office,Al Suq Al Kabeer
CNT2113645154,2025-04-01,9500,Studio,Al Mararr
CNT2132610002,2025-09-18,70000,2 bed rooms+hall,Mirdif
CRT2133091686,2025-11-01,57000,1bed room+Hall,Al Barsha South Fourth
CNT2134172156,2026-01-08,68250,2 bed rooms+hall,Mirdif
CNT2130554768,2025-05-15,100000,2 bed rooms+hall,Jumeirah First
CNT2128084039,2025-01-15,15000,Office,Hor Al Anz East
CNT2131195429,2025-06-01,41000,1bed room+Hall,Al Warqa First
CNT2132179895,2025-08-10,49000,Studio,Al Mararr
CRT2133959626,2025-12-23,15000,Office,Port Saeed
CNT2129996622,2025-03-03,15000,Office,Al Khabeesi
CNT2133584115,2025-11-21,180000,Office,Business Bay
CNT2130127277,2025-03-10,115004,2 bed rooms+hall,Trade Center First
CNT2133103007,2025-11-01,115000,2 bed rooms+hall,Al Jadaf
CNT2133996739,2026-01-10,125000,2 bed rooms+hall,Business Bay
CNT2132685653,2025-08-19,307200,Labor Camp,Muhaisanah Second
CNT2130979028,2025-05-19,25000,Office,Oud Metha
CRT2131388476,2025-07-01,138000,2 bed rooms+hall,Al Merkadh
CNT2129368144,2025-01-01,60000,1bed room+Hall,Al Warsan First
CNT2131327518,2025-06-14,60000,2 bed rooms+hall,Wadi Al Safa 5
CNT2134078411,2026-01-01,325000,Hat Saloon,Al Barsha First
CRT2130743326,2025-05-01,500000,Office,Al Thanyah Fifth
CNT2132628952,2025-07-11,38400,Room in labor Camp,Al Goze Third
CNT2132973528,2025-10-10,55000,2 bed rooms+hall,Al Muteena
CNT2130371308,2025-03-11,460000,4 bed rooms+hall,Business Bay
CNT2130545852,2025-01-01,295610,Shop,Madinat Hind 1
CNT2134056854,2026-01-05,19000,Studio,Al Mararr
CNT2129836957,2025-03-17,58800,1bed room+Hall,Madinat Dubai Almelaheyah
CNT2132998104,2025-10-13,15000,Office,Al Khabeesi
CNT2133096309,2025-10-20,15000,Office,Al Mararr
CNT2126889502,2025-01-01,22000,Studio,Eyal Nasser
CNT2131312800,2025-06-10,60000,1bed room+Hall,Al Warsan First
CNT2130013913,2025-03-01,69500,2 bed rooms+hall,Nadd Hessa
CNT2133205710,2025-10-28,15000,Office,Al Khabeesi
CNT2132821092,2025-09-20,25933,Studio,Al Warsan First
CNT2130006277,2025-03-01,66000,Shop,Al Warqa Third
CNT2130870792,2025-05-12,15000,Office,Business Bay
CRT2132881806,2025-10-03,190000,2 bed rooms+hall,Marsa Dubai
CNT2133532865,2025-12-01,110400,Office,Nadd Hessa
CNT2130414816,2025-03-01,171000,Room in labor Camp,Jabal Ali Industrial First
CNT2131994399,2025-02-16,33500,Shop,Al Suq Al Kabeer
CNT2131840965,2025-08-01,4792500,Studio,Madinat Hind 3
CNT2130883565,2025-04-01,4800000,Studio,Naif
CNT2132615711,2025-09-13,20000,Office,Al Muteena
CNT2130815776,2025-03-01,60000,1bed room+Hall,Naif
CNT2134174056,2026-01-25,346500,4 bed rooms+hall,Al Thanyah Third
CRT2127506566,2025-01-01,300000,Room in labor Camp,Jabal Ali Industrial First
CNT2133279642,2025-10-01,46500,1bed room+Hall,Al Suq Al Kabeer
CRT2133025806,2025-10-15,100000,1bed room+Hall,Al Barsha South Fourth
CNT2132386551,2025-09-04,122850,2 bed rooms+hall,Trade Center First
CNT2130048872,2025-03-12,101871,3 bed rooms+hall,Jabal Ali First
CNT2133691756,2025-12-01,50000,Studio,Madinat Hind 4
CNT2131950820,2025-06-28,95000,2 bed rooms+hall,Jabal Ali First
CNT2127864317,2025-01-01,540000,Room in labor Camp,Muhaisanah Second
CNT2132889436,2025-03-01,103200,Room in labor Camp,Al Goze Industrial Second
CNT2130908735,2025-05-14,15000,Office,Business Bay
CRT2132365826,2025-08-25,56000,Studio,Al Barsha South Fourth
CRT2127491216,2025-01-01,5000000,Studio,Dubai Investment Park Second
CRT2131172806,2025-06-04,106000,3 bed rooms+hall,Madinat Hind 4
CNT2131013110,2025-06-01,593460,Office,Al Mararr
CNT2128724475,2025-02-01,170000,Shop,Al Barsha First
CRT2133666106,2025-12-01,145000,3 bed rooms+hall,Wadi Al Safa 5
CNT2125335476,2025-01-15,42000,1bed room+Hall,Al Suq Al Kabeer
CNT2134325371,2025-12-05,52600,Office,Al Nahda First
CRT2130503496,2025-01-01,25000,Shop,Al Satwa
CNT2127680716,2025-01-01,225000,Office,Al Thanyah Fifth
CNT2131842779,2025-08-01,4792500,Studio,Madinat Hind 3
CNT2131736297,2025-07-07,280000,Room in labor Camp,Jabal Ali Industrial First
CRT2128314646,2025-01-17,120000,2 bed rooms+hall,Al Merkadh
CNT2131522465,2025-06-25,15000,Office,Al Garhoud
CNT2131682739,2025-07-01,105000,Warehouse,Um Ramool
CNT2133927436,2025-12-22,165000,3 bed rooms+hall,Al Barshaa South Third
CRT2130853516,2025-05-13,60000,1bed room+Hall,Dubai Investment Park Second
CNT2130221560,2025-01-19,26182,2 bed rooms+hall,Muhaisanah Second
CNT2127629988,2025-01-08,14000,Office,Port Saeed
CNT2131740730,2025-07-03,43800,Studio,Al Barshaa South Third
CNT2132187804,2025-08-16,84700,2 bed rooms+hall,Al Barsha First
CNT2133890010,2026-01-01,35000,Office,Naif
CNT2133210547,2025-10-08,144000,Studio,Jabal Ali Industrial First
CNT2130103650,2025-01-01,2378000,Hotel,Al Goze Third
CNT2130602867,2025-04-15,66000,3 bed rooms+hall,AL QUSAIS
CNT2131003860,2025-05-21,16500,Office,Business Bay
CNT2132401369,2025-07-14,70000,Office,Al Goze Third
CRT2132795786,2025-10-01,260000,4 bed rooms+hall,Nad Al Shiba Third
CRT2127451066,2025-01-01,189750,Shop,Al Mararr
CNT2132997550,2025-10-09,120000,,Al Goze Industrial Second
CNT2134320993,2025-09-20,98923,2 bed rooms+hall,Al Hebiah Third
CNT2132072597,2025-08-09,59000,1bed room+Hall,Al Karama
CNT2132525761,2025-09-07,55000,1bed room+Hall,Wadi Al Safa 5
CNT2132573476,2025-09-10,90000,2 bed rooms+hall,Port Saeed
CNT2127930312,2025-01-15,63600,Office,Al Qusais Industrial Third
CNT2133765934,2025-11-20,94710,2 bed rooms+hall,Trade Center First
CNT2130994963,2025-05-05,63945,2 bed rooms+hall,Al Kheeran
CNT2134187420,2026-01-01,70000,Warehouse,Um Ramool
CNT2130922956,2025-05-13,210000,4 bed rooms+hall,Al Hebiah Third
CRT2129794298,2025-03-07,80000,1bed room+Hall,Business Bay
CNT2132948915,2025-10-05,103000,3 bed rooms+hall,Rega Al Buteen
CNT2124324830,2025-01-12,57330,2 bed rooms+hall,Al Goze Industrial Second
CNT2134105464,2026-01-06,18000,Office,Al Nahda Second
CRT2131334156,2025-07-01,180000,3 bed rooms+hall,Al Thanyah Third
CNT2132152567,2025-08-01,2113311,Room in labor Camp,Muhaisanah Second
CNT2127361942,2025-01-01,50000,1bed room+Hall,Al Mararr
CNT2132383381,2025-08-01,59500,1bed room+Hall,Al Barshaa South Third
CNT2133965453,2026-01-07,73000,Shop,Al Bada
CNT2132970422,2025-10-09,15000,Office,Naif
CNT2132716972,2025-10-01,33880,Studio,Al Goze Fourth
CNT2133109001,2025-09-18,31500,Studio,Eyal Nasser
CNT2133706112,2025-12-01,54000,2 bed rooms+hall,Al Murqabat
CNT2132712331,2025-07-01,323400,Room in labor Camp,Al Goze Industrial Second
CNT2131368527,2025-06-15,99225,3 bed rooms+hall,Al Warqa First
CNT2129259311,2025-02-25,712800,Room in labor Camp,Al Goze Third
CNT2131492093,2025-06-19,270000,Office,Business Bay
CNT2134316945,2025-11-12,30000,Shop,Muhaisanah Second
CNT2127827925,2025-02-01,34650,Studio,Wadi Al Safa 5
CNT2133138574,2025-11-06,53000,2 bed rooms+hall,Al Goze Industrial Second
CNT2132238147,2025-08-19,63800,Shop,Al Warqa Third
CNT2132644563,2025-09-23,66000,Studio,Business Bay
CNT2131863265,2025-01-01,36960,Studio,Al Barshaa South Third
CNT2134144043,2026-01-08,20000,Office,Saih Shuaib 2
CRT2127237606,2025-01-01,75000,2 bed rooms+hall,Dubai Investment Park Second
CNT2132962965,2025-04-01,3500000,Room in labor Camp,Jabal Ali Industrial First
CNT2133451289,2025-11-11,10000,Office,Al Raffa
CNT2134302523,2026-01-01,2500000,Hotel,Al Suq Al Kabeer
CNT2133234948,2025-11-01,170000,2 bed rooms+hall,Al Thanyah Third
CRT2130446316,2025-04-20,120000,2 bed rooms+hall,Al Barsha South Fourth
CNT2131299393,2025-05-22,116000,Office,Al Saffa First
CNT2133786146,2025-12-14,63000,1bed room+Hall,Al Mamzer
CNT2134290953,2026-02-01,42000,1bed room+Hall,Al Warsan First
CNT2133749500,2025-12-18,45000,1bed room+Hall,Al Qusais Industrial Fourth
CNT2132307972,2025-08-19,60000,Office,Trade Center First
CNT2130566343,2025-05-01,33075,Office,Um Hurair Second
CNT2131875249,2025-07-15,162000,Room in labor Camp,Muhaisanah Second
CRT2130093756,2025-03-20,35000,1bed room+Hall,Al Thanyah Fifth
CRT2133627016,2025-11-15,25000,Office,Al Dhagaya
CNT2133188098,2025-10-15,383640,Room in labor Camp,Muhaisanah Second
CNT2134124869,2026-01-07,20000,Office,Business Bay
CNT2130866693,2025-05-11,56000,1bed room+Hall,Warsan Fourth
CRT2133053526,2025-10-20,160865,2 bed rooms+hall,Al Khairan First
CNT2133668902,2025-12-02,78750,2 bed rooms+hall,Madinat Dubai Almelaheyah
CNT2131341724,2025-05-15,202400,3 bed rooms+hall,Wadi Al Safa 7
CNT2133601826,2025-11-24,60000,1bed room+Hall,Nadd Hessa
CNT2130064378,2025-03-15,50000,1bed room+Hall,Madinat Al Mataar
CNT2133650517,2025-11-01,38500,1bed room+Hall,Al Nahda Second
CRT2133207746,2025-11-01,80000,3 bed rooms+hall,Abu Hail
CNT2130354294,2025-03-26,120000,3 bed rooms+hall,Al Warsan First
CNT2132264720,2025-09-01,70000,1bed room+Hall,Al Jadaf
CNT2129252051,2025-02-01,99000,Warehouse,Dubai Investment Park First
CNT2131998416,2025-08-15,46500,2 bed rooms+hall,Al Raffa
CNT2131183231,2025-06-03,21000,Office,Dubai Investment Park First
CRT2131021586,2025-03-08,74000,1bed room+Hall,Business Bay
CNT2130615761,2025-04-11,82000,2 bed rooms+hall,Al Murqabat
CNT2132034228,2025-07-01,410000,3 bed rooms+hall,Al Wasl
CNT2133448590,2025-12-01,96000,Office,Business Bay
CRT2130308056,2025-04-15,70000,1bed room+Hall,Wadi Al Safa 3
CNT2132728195,2025-09-22,20000,Office,Al Murqabat
CNT2131754246,2025-07-01,70000,3 bed rooms+hall,Al Barsha South Fourth
CNT2130830220,2025-05-11,100000,2 bed rooms+hall,Al Jadaf
CNT2132366080,2025-10-10,65000,2 bed rooms+hall,Nadd Hessa
CNT2133923807,2025-12-19,15000,Office,Al Mararr
CNT2132728622,2025-09-22,20000,Office,Al Mararr
CNT2134127867,2026-01-01,92000,Shop,Al Warsan First
CNT2132962791,2025-10-09,15000,Office,Al Garhoud
CNT2130271447,2025-02-24,97000,3 bed rooms+hall,Al Rega
