transaction_id,trans_group,procedure_name,instance_date,property_type,property_sub_type,property_usage,reg_type,area_name,building_name,project_name,nearest_landmark,nearest_metro,nearest_mall,rooms,has_parking,procedure_area,actual_worth,meter_sale_price
1-102-2024-52973,Sales,Sell - Pre registration,2024-07-24,Unit,Flat,Residential,Off-Plan Properties,Al Wasl,DAMAC CITY TOWER B,DAMAC CITY,Burj Khalifa,Business Bay Metro Station,Dubai Mall,1 B/R,1,77.87,1658000.0,21291.9
1-102-2025-16846,Sales,Sell - Pre registration,2025-02-28,Unit,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,Park Field Tower 1,Park Field,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,60.12,1500000.0,24950.1
1-11-2024-38832,Sales,Sell,2024-10-14,Unit,Flat,Residential,Existing Properties,Zaabeel Second,DOWNTOWN VIEWS,DOWNTOWN VIEWS,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,80.45,2210000.0,27470.48
1-102-2025-54362,Sales,Sell - Pre registration,2025-06-23,Unit,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,Parkwood Tower A,Parkwood,,,,1 B/R,1,76.54,1858950.0,24287.3
1-102-2025-37529,Sales,Sell - Pre registration,2025-05-05,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,Azizi Venice 6 - Building A,Azizi Venice 6,,,,Studio,1,34.22,684000.0,19988.31
1-102-2026-361,Sales,Sell - Pre registration,2026-01-05,Unit,Flat,Residential,Off-Plan Properties,Me'Aisem First,ELM AT PARK FIVE - B,ELM AT PARK FIVE,Sports City Swimming Academy,Damac Properties,Marina Mall,1 B/R,1,76.42,1078094.0,14107.48
1-11-2024-49737,Sales,Sell,2024-12-30,Villa,,Residential,Existing Properties,Al Mizhar Second,,,Dubai International Airport,Etisalat Metro Station,City Centre Mirdif,,0,4031.99,11500000.0,2852.19
1-11-2025-8147,Sales,Sell,2025-02-26,Unit,Flat,Residential,Existing Properties,Al Hebiah Fifth,AL RAMTH 1,REMRAAM,Motor City,,,2 B/R,1,148.48,950000.0,6398.17
1-11-2024-34376,Sales,Sell,2024-09-17,Unit,Flat,Residential,Existing Properties,Business Bay,BAYS EDGE,BAY'S EDGE,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,78.47,1355000.0,17267.75
1-102-2025-101927,Sales,Sell - Pre registration,2025-10-13,Villa,Villa,Residential,Off-Plan Properties,Al Barsha South Fourth,,MARWA HOMES IV,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,3 B/R,0,160.0,3542000.0,22137.5
1-102-2024-46357,Sales,Sell - Pre registration,2024-06-28,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,AETERNITAS TOWER,Aeternitas Tower,Burj Al Arab,Marina Towers,Marina Mall,1 B/R,1,82.87,1910000.0,23048.15
1-110-2024-323,Sales,Lease to Own Registration,2024-05-16,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Marina Pinnacle,MARINA PINNACLE,Burj Al Arab,Mina Seyahi,Marina Mall,3 B/R,1,147.09,1575000.0,10707.73
1-102-2024-96572,Sales,Sell - Pre registration,2024-11-15,Unit,Flat,Residential,Off-Plan Properties,Palm Deira,Edgewater Residences,Edgewater Residences,Dubai International Airport,Palm Deira Metro Stations,,3 B/R,1,138.35,2670103.0,19299.62
1-102-2025-57657,Sales,Sell - Pre registration,2025-07-02,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,Coventry Gardens,Coventry Gardens,IMG World Adventures,,,Studio,1,45.95,633088.0,13777.76
1-102-2024-56449,Sales,Sell - Pre registration,2024-08-01,Unit,Flat,Residential,Off-Plan Properties,Al Khairan First,Palace Residences Creek Blue Tower 1,Palace Residences Creek Blue,,,,2 B/R,1,110.98,3293888.0,29680.01
1-41-2025-14631,Sales,Delayed Sell,2025-05-14,Unit,Hotel Rooms,Hospitality ,Existing Properties,World Islands,COTE D'AZUR - M,THE HEART OF EUROPE 2,,,,Studio,0,37.71,1870000.0,49588.97
1-102-2025-38411,Sales,Sell - Pre registration,2025-05-07,Unit,Flat,Residential,Off-Plan Properties,Palm Deira,Esme Beach Residences,Esme' Beach Residences,Dubai International Airport,Palm Deira Metro Stations,,2 B/R,1,160.19,4320000.0,26967.98
1-11-2025-39052,Sales,Sell,2025-09-19,Unit,Flat,Residential,Existing Properties,Al Barshaa South Third,MIRACLZ TOWER,MIRACLZ TOWER,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,37.7,540000.0,14323.61
1-102-2025-109649,Sales,Sell - Pre registration,2025-10-31,Villa,Villa,Residential,Off-Plan Properties,Al Yufrah 1,,The Valley - Vindera,,,,3 B/R,0,157.17,3202888.0,20378.49
1-11-2026-1339,Sales,Sell,2026-01-12,Unit,Flat,Residential,Existing Properties,Business Bay,BAYZ TOWER,Bayz Tower,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,77.78,1290000.0,16585.24
1-102-2025-79868,Sales,Sell - Pre registration,2025-08-25,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 7,,Reportage Village 1 ,Hamdan Sports Complex,,,3 B/R,0,170.0,1758302.0,10342.95
1-41-2024-23133,Sales,Delayed Sell,2024-11-25,Land,,Commercial,Existing Properties,Al Hebiah Fifth,,DAMAC LAGOONS - PORTOFINO,,,,,0,144.0,2200000.0,15277.78
1-102-2024-13198,Sales,Sell - Pre registration,2024-03-04,Unit,Flat,Residential,Off-Plan Properties,Al Merkadh,Azizi Riviera 21,Azizi Riviera 21,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,30.01,503645.0,16782.57
1-102-2025-131541,Sales,Sell - Pre registration,2025-12-23,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,SOBHA SEAHAVEN - TOWER A,Sobha Seahaven Tower A,,,,4 B/R,1,463.64,27790724.0,59940.31
1-102-2024-86077,Sales,Sell - Pre registration,2024-10-15,Villa,Villa,Residential,Off-Plan Properties,Dubai Investment Park Second,,DAMAC RIVERSIDE - SAGE,,,,4 B/R,0,149.93,3071000.0,20482.89
1-102-2025-9627,Sales,Sell - Pre registration,2025-02-06,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 3,,ALBARARI IXORA VILLAS,,,,4 B/R,0,179.71,6000000.0,33387.12
1-102-2024-33155,Sales,Sell - Pre registration,2024-05-17,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Maimoon Gardens Tower B,Maimoon Gardens,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,76.24,1245000.0,16330.01
1-11-2024-19036,Sales,Sell,2024-05-28,Unit,Flat,Residential,Existing Properties,Al Khairan First,CREEK EDGE Tower 1,CREEK EDGE,Dubai International Airport,Creek Metro Station,City Centre Mirdif,1 B/R,1,65.81,1800000.0,27351.47
1-11-2024-12759,Sales,Sell,2024-04-08,Unit,Hotel Apartment,Hospitality ,Existing Properties,Palm Jumeirah,SEVEN HOTEL & APARTMENTS THE PALM - B,Seven Hotel and Apartments The Palm,Burj Al Arab,Palm Jumeirah,Marina Mall,1 B/R,1,66.97,2600000.0,38823.35
1-102-2024-12768,Sales,Sell - Pre registration,2024-03-01,Unit,Flat,Residential,Off-Plan Properties,Al Yelayiss 2,Grove on the Park,Grove ,Dubai Cycling Course,,,1 B/R,1,60.64,798888.0,13174.27
1-102-2025-1409,Sales,Sell - Pre registration,2025-01-09,Unit,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,Marina Place 1,Marina Place 1,,,,2 B/R,1,121.7,4007888.0,32932.52
1-102-2024-83861,Sales,Sell - Pre registration,2024-10-14,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 4,Cilia Tower 1,Cilia,,,,2 B/R,1,112.65,2203000.0,19556.15
1-11-2024-27172,Sales,Sell,2024-07-23,Unit,Flat,Residential,Existing Properties,Al Hebiah Fourth,Arabian,Canal Residence West 2,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,137.32,1362500.0,9922.08
1-110-2025-251,Sales,Lease to Own Registration,2025-04-24,Unit,Office,Commercial,Existing Properties,Business Bay,B2B,B2B TOWER,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Office,1,49.19,825926.0,16790.53
1-102-2025-124102,Sales,Sell - Pre registration,2025-12-05,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,Terra Gardens - Building 2,Terra Gardens,,,,2 B/R,1,104.1,2394030.0,22997.41
1-102-2025-77966,Sales,Sell - Pre registration,2025-08-20,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,The Eden at Sobha Central,Sobha Central Phase I,Sports City Swimming Academy,Harbour Tower,Marina Mall,1 B/R,1,54.0,1737938.0,32184.04
1-102-2024-28072,Sales,Sell - Pre registration,2024-05-02,Unit,Flat,Residential,Off-Plan Properties,Al Kifaf,Park Views Residences B,Park Views Residences B,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,2 B/R,1,112.56,2106777.0,18716.92
1-41-2024-15837,Sales,Delayed Sell,2024-08-05,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,Eleganz 5 By Danube,,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,167.85,2463169.0,14674.82
1-102-2025-119111,Sales,Sell - Pre registration,2025-11-21,Unit,Flat,Residential,Off-Plan Properties,Me'Aisem First,Viera Residences,Viera Residences,Sports City Swimming Academy,Damac Properties,Marina Mall,1 B/R,1,74.15,1085475.0,14638.92
1-102-2024-110597,Sales,Sell - Pre registration,2025-01-01,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Al Habtoor Tower,Al Habtoor Tower,Downtown Dubai,Business Bay Metro Station,Dubai Mall,3 B/R,1,169.06,6143158.0,36337.15
1-102-2024-32711,Sales,Sell - Pre registration,2024-05-15,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 5,,La Violeta 2,IMG World Adventures,,,4 B/R,0,238.86,2800000.0,11722.35
1-11-2024-6519,Sales,Sell,2024-02-22,Unit,Flat,Residential,Existing Properties,Al Warsan First,X-15,,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,280000.0,6222.22
1-11-2024-33668,Sales,Sell,2024-09-11,Unit,Hotel Apartment,Hospitality ,Existing Properties,Palm Jumeirah,OCEANA HOTEL AND APARTMENTS,OCEANA HOTEL AND APARTMENTS,Burj Al Arab,Palm Jumeirah,Marina Mall,Studio,1,45.13,1000000.0,22158.21
1-11-2024-10925,Sales,Sell,2024-03-25,Unit,Flat,Residential,Existing Properties,Palm Jumeirah,GRANDUER RESIDENCES-MUGHAL,GRANDEUR RESIDENCES,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,104.0,2150000.0,20673.08
1-102-2024-18969,Sales,Sell - Pre registration,2024-03-27,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,Samana Barari Views 2,Samana Barari Views 2,,,,Studio,1,37.85,724852.0,19150.67
1-102-2024-38904,Sales,Sell - Pre registration,2024-06-03,Unit,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,Ocean Star - Building 1,Ocean Star,,,,2 B/R,1,107.32,2625888.0,24467.83
1-102-2024-71649,Sales,Sell - Pre registration,2024-09-13,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,AETERNITAS TOWER,Aeternitas Tower,Burj Al Arab,Marina Towers,Marina Mall,3 B/R,1,210.51,5015000.0,23823.1
1-102-2025-113576,Sales,Sell - Pre registration,2025-11-10,Unit,Flat,Residential,Off-Plan Properties,Al Satwa,EVERGRIN House 2,EVERGRIN HOUSE 2,Burj Khalifa,Emirates Towers Metro Station,Dubai Mall,Studio,1,37.02,1041228.0,28126.09
1-102-2025-34321,Sales,Sell - Pre registration,2025-04-24,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Rove Home Marasi Drive,Rove Home Marasi Drive,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,55.55,1483021.0,26697.05
1-102-2024-28046,Sales,Sell - Pre registration,2024-05-02,Unit,Flat,Residential,Off-Plan Properties,Al Wasl,City Walk Northline 2 Building A,City Walk Northline 2,,,,1 B/R,1,75.53,2205000.0,29193.7
1-102-2025-105339,Sales,Sell - Pre registration,2025-10-21,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,Beachfront Gates 2,Beachfront Gates 2,,,,2 B/R,1,112.99,1523139.0,13480.3
1-11-2025-53919,Sales,Sell,2025-12-24,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,HANOVER SQUARE,HANOVER SQUARE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,43.35,385000.0,8881.2
1-102-2025-15411,Sales,Sell - Pre registration,2025-02-26,Villa,Villa,Residential,Off-Plan Properties,Al Yufrah 1,,The Valley - Elea,,,,4 B/R,0,371.68,3724888.0,10021.76
1-41-2025-21000,Sales,Delayed Sell,2025-07-14,Land,,Commercial,Existing Properties,Wadi Al Safa 3,, The Wilds 3 ,,,,,0,332.81,5679598.0,17065.59
1-102-2025-40039,Sales,Sell - Pre registration,2025-05-12,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,Golf Verge Building B,Golf Verge,,,,2 B/R,1,130.6,2069888.0,15849.07
1-102-2025-108003,Sales,Sell - Pre registration,2025-10-28,Unit,Hotel Apartment,Hospitality ,Off-Plan Properties,Al Barsha South Fourth,Sky Suites by Peace Homes,Sky Suites by Peace Homes,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,43.58,830000.0,19045.43
1-41-2025-10961,Sales,Delayed Sell,2025-04-14,Unit,Hotel Apartment,Hospitality ,Existing Properties,Al Khairan First,ADDRESS HARBOUR POINT TOWER 2,ADDRESS HARBOUR POINT,Dubai International Airport,Creek Metro Station,City Centre Mirdif,2 B/R,1,102.4,4108899.0,40125.97
1-102-2024-4641,Sales,Sell - Pre registration,2024-01-25,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,Vincitore DolceVita Residence,Vincitore Dolce Vita,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,68.45,1019200.0,14889.7
1-133-2024-22,Sales,Development Registration,2024-01-22,Land,,Industrial,Existing Properties,Saih Shuaib 2,,,,,,,0,27933.91,103742942.0,3713.87
1-11-2025-10830,Sales,Sell,2025-03-14,Unit,Flat,Residential,Existing Properties,Palm Jumeirah,Marina Apartments 3,MARINA RESIDENCE,Burj Al Arab,Palm Jumeirah,Marina Mall,3 B/R,1,376.58,9500000.0,25227.04
1-11-2024-14196,Sales,Sell,2024-04-25,Villa,Villa,Residential,Existing Properties,Wadi Al Safa 7,,Serena Casa Dora,Hamdan Sports Complex,,,3 B/R,0,186.3,2320000.0,12453.03
1-102-2025-15610,Sales,Sell - Pre registration,2025-02-26,Unit,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,Saria by Beyond,Saria,,,,1 B/R,1,71.17,1838000.0,25825.49
1-11-2025-31273,Sales,Sell,2025-07-24,Unit,Flat,Residential,Existing Properties,Al Khairan First,Creek Palace,Creek Palace,Dubai International Airport,Creek Metro Station,City Centre Mirdif,2 B/R,1,98.03,3077000.0,31388.35
1-102-2024-62858,Sales,Sell - Pre registration,2024-08-20,Unit,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,Marina Views Tower 2,Marina Views,,,,1 B/R,1,71.35,1839888.0,25786.8
1-11-2024-23285,Sales,Sell,2024-07-02,Unit,Flat,Residential,Existing Properties,Al Hebiah Fifth,AL RAMTH 57,REMRAAM,Motor City,,,1 B/R,1,70.45,395891.0,5619.46
1-41-2025-30516,Sales,Delayed Sell,2025-12-04,Unit,Flat,Residential,Existing Properties,Me'Aisem First,NOOR 1,MIDTOWN - NOOR,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,1,61.05,870000.0,14250.61
1-11-2025-12577,Sales,Sell,2025-03-25,Unit,Flat,Residential,Existing Properties,Burj Khalifa,BD 29 BLVD T2,29 BOULEVARD,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,78.88,2100000.0,26622.72
1-102-2025-123007,Sales,Sell - Pre registration,2025-12-02,Villa,Villa,Residential,Off-Plan Properties,Madinat Al Mataar,,Waada - Rayhan 1,,,,3 B/R,0,172.5,2809000.0,16284.06
1-41-2025-14294,Sales,Delayed Sell,2025-05-12,Unit,Flat,Residential,Existing Properties,Al Khairan First,Palace Residences,Palace Residences - Dubai Creek Harbour,Dubai International Airport,Creek Metro Station,City Centre Mirdif,2 B/R,1,101.76,4180000.0,41077.04
1-102-2025-56716,Sales,Sell - Pre registration,2025-07-01,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah First,Sobha Orbis Tower B,Sobha Orbis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2 B/R,1,92.19,1979678.0,21473.89
1-102-2024-102195,Sales,Sell - Pre registration,2024-12-06,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,City Center Residences,City Center Residences,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,99.67,3007000.0,30169.56
1-11-2024-36111,Sales,Sell,2024-09-25,Unit,Flat,Residential,Existing Properties,Al Merkadh,Azizi Riviera 34,Azizi  Riviera 34  ,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,30.94,640000.0,20685.2
1-102-2024-94767,Sales,Sell - Pre registration,2024-11-11,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fifth,Forum Heights,FH Residency,Sports City Swimming Academy,Damac Properties,Marina Mall,2 B/R,1,96.84,1549387.0,15999.45
1-11-2025-10998,Sales,Sell,2025-03-17,Unit,Flat,Residential,Existing Properties,Al Jadaf,Binghatti Avenue,Binghatti Avenue,Downtown Dubai,Healthcare City Metro Station,Dubai Mall,1 B/R,1,65.6,1000000.0,15243.9
1-102-2025-87774,Sales,Sell - Pre registration,2025-09-15,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Binghatti Skyrise - TOWER C,Binghatti Skyrise,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,89.79,2812499.0,31323.08
1-11-2024-47196,Sales,Sell,2024-12-06,Unit,Flat,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,MULBERRY II at PARK HEIGHTS Building A1,MULBERRY at PARK HEIGHTS,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,85.01,2300000.0,27055.64
1-11-2024-18430,Sales,Sell,2024-05-24,Unit,Flat,Residential,Existing Properties,Madinat Al Mataar,MAG 510,MAG 5 BOULEVARD,Expo 2020 Site,,,Studio,1,33.45,390000.0,11659.19
1-102-2024-110587,Sales,Sell - Pre registration,2025-01-01,Unit,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,THE PIER,The Pier,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,1 B/R,1,64.88,1866499.0,28768.48
1-102-2026-4,Sales,Sell - Pre registration,2026-01-02,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,Al Waha 29,Expo City Al Waha Residences 02,,,,2 B/R,1,131.82,3618000.0,27446.52
1-41-2025-19824,Sales,Delayed Sell,2025-07-02,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - SEYCHELLES 1,,,,,0,219.6,3449000.0,15705.83
1-102-2025-31958,Sales,Sell - Pre registration,2025-04-17,Unit,Flat,Residential,Off-Plan Properties,Palm Jumeirah,Six Senses Residences The Palm,"Six Senses Residences The Palm, Dubai",Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,3 B/R,1,330.38,22200000.0,67195.35
1-102-2024-105701,Sales,Sell - Pre registration,2024-12-17,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Al Habtoor Tower,Al Habtoor Tower,Downtown Dubai,Business Bay Metro Station,Dubai Mall,3 B/R,1,172.52,6629417.0,38426.95
1-102-2025-3291,Sales,Sell - Pre registration,2025-01-17,Unit,Flat,Residential,Off-Plan Properties,Al Thanyah Fifth,ME DO RE 2,ME DO RE 2,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,1 B/R,1,100.68,2273000.0,22576.48
1-41-2025-13711,Sales,Delayed Sell,2025-05-06,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - BALI 2,,,,,0,226.59,3257000.0,14373.98
1-102-2024-65702,Sales,Sell - Pre registration,2024-08-28,Unit,Hotel Rooms,Hospitality ,Off-Plan Properties,Marsa Dubai,Ciel,Ciel,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,76.92,3058000.0,39755.59
1-11-2024-35197,Sales,Sell,2024-09-20,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Marina Pinnacle,MARINA PINNACLE,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,70.75,950000.0,13427.56
1-460-2025-677,Sales,Sale On Payment Plan,2025-12-29,Unit,Flat,Residential,Existing Properties,Jabal Ali First,MOG 225,,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,Studio,0,45.58,635351.0,13939.25
1-11-2024-8369,Sales,Sell,2024-03-07,Unit,Flat,Residential,Existing Properties,Wadi Al Safa 2,MAZAYA 28,QPOINT LIWAN-PLOT R069,IMG World Adventures,,,1 B/R,1,82.59,400000.0,4843.2
1-11-2025-47598,Sales,Sell,2025-11-13,Unit,Flat,Residential,Existing Properties,Warsan Fourth,AL JAWZAA- B,AL JAWZAA,,Rashidiya Metro Station,City Centre Mirdif,Studio,1,42.46,330000.0,7772.02
1-11-2025-6476,Sales,Sell,2025-02-17,Villa,,Residential,Existing Properties,Wadi Al Safa 5,,THE VILLA,IMG World Adventures,,,,0,575.1,5600000.0,9737.44
1-102-2025-47545,Sales,Sell - Pre registration,2025-06-03,Unit,Flat,Residential,Off-Plan Properties,Al Khairan First,Altan,Altan,,,,1 B/R,1,71.38,1944888.0,27246.96
1-11-2024-1096,Sales,Sell,2024-01-11,Unit,Flat,Residential,Existing Properties,Al Thanyah Third,AL Alka-3,,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,120.0,1549000.0,12908.33
1-11-2024-44843,Sales,Sell,2024-11-22,Unit,Flat,Residential,Existing Properties,Al Thanyah Fifth,SABA 2,SABA TOWER 2,Burj Al Arab,Damac Properties,Marina Mall,2 B/R,1,137.67,2000000.0,14527.49
1-102-2024-58683,Sales,Sell - Pre registration,2024-08-07,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Bayz 101 By Danube,Bayz 101 By Danube,Burj Khalifa,Business Bay Metro Station,Dubai Mall,1 B/R,1,70.0,2414000.0,34485.71
1-102-2025-69461,Sales,Sell - Pre registration,2025-07-31,Unit,Flat,Residential,Off-Plan Properties,Dubai Investment Park Second,DAMAC RIVERSIDE VIEWS - MARINE 3,DAMAC RIVERSIDE VIEWS - MARINE 3,,,,1 B/R,1,84.63,1268000.0,14982.87
1-102-2024-7413,Sales,Sell - Pre registration,2024-02-07,Unit,Flat,Residential,Off-Plan Properties,Al Yelayiss 2,Ayala on the Park,Grove ,Dubai Cycling Course,,,1 B/R,1,79.7,895888.0,11240.75
1-11-2025-36687,Sales,Sell,2025-09-02,Unit,Flat,Residential,Existing Properties,Burj Khalifa,BD 29 BLVD T2,29 BOULEVARD,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,76.88,2150000.0,27965.66
1-102-2025-117764,Sales,Sell - Pre registration,2025-11-18,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Second,Binghatti Hills - 1,Binghatti Hills ,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Studio,1,55.94,1136469.0,20315.86
1-11-2025-8627,Sales,Sell,2025-03-03,Unit,Flat,Residential,Existing Properties,Palm Jumeirah,THE RESIDENCES NORTH,FAIRMONT PALM RESIDENCE,Burj Al Arab,Palm Jumeirah,Marina Mall,3 B/R,1,636.29,12354000.0,19415.68
