contract_id,contract_start_date,annual_rent,rooms,area_name
CRT2133233816,2025-10-29,51861,Studio,Al Merkadh
CRT2133185716,2025-10-20,80000,2,Al Thanyah Fifth
CNT2131071317,2025-05-26,15000,Office,Hor Al Anz
CRT2132608056,2025-09-12,145000,3,Al Yelayiss 2
CNT2131123596,2025-05-01,180000,Warehouse,Ras Al Khor Industrial First
CNT2127760723,2025-01-10,15000,Office,Port Saeed
CRT2132584586,2025-08-21,75000,1,Nad Hessa
CNT2130531203,2025-02-01,104000,Warehouse,Ras Al Khor Industrial First
CNT2127478801,2025-01-06,20000,Office,Hor Al Anz
CNT2134139858,2025-10-05,48880,1,Nad Hessa
CNT2133994502,2025-12-29,45000,Studio,Al Hebiah Third
CRT2134015646,2026-01-01,105000,2,Al Barsha South Fourth
CNT2127368943,2025-01-10,47250,Studio,Oud Metha
CNT2130139434,2025-03-10,104296,3,Al Thanyah Fifth
CNT2131291107,2025-01-01,151800,4,Jabal Ali First
CNT2132712412,2025-01-01,66550,2,Al Hudaiba
CRT2132129616,2025-08-04,121055,2,Al Thanyah Fourth
CNT2131157355,2025-03-15,86067,1,Palm Jumeirah
CNT2130894779,2025-01-01,64975,2,Al Twar Fifth
CNT2131706819,2025-08-08,90000,2,Al Thanyah First
CNT2133225554,2025-10-25,58000,1,Al Karama
CRT2132472926,2025-09-02,38000,1,Al Warsan First
CNT2133399597,2025-10-23,30000,Warehouse,Jabal Ali Industrial First
CNT2133578202,2025-07-29,115009,Shop,Mankhool
CNT2131485162,2025-06-30,62000,2,Al Goze Industrial Second
CNT2127603471,2025-01-08,15000,Office,Trade Center Second
CNT2129933068,2025-03-04,49000,Studio,Jabal Ali First
CNT2132662443,2025-09-20,46000,Studio,Jabal Ali First
CNT2134194304,2025-11-21,62900,2,Al Warqa First
CNT2132365631,2025-08-01,56000,2,Hor Al Anz East
CNT2133584185,2025-11-21,20000,Office,Port Saeed
CNT2131012041,2025-05-21,11000,Office,Mankhool
CNT2130392939,2025-01-16,61215,1,Al Barsha South Third
CRT2130072926,2025-03-22,95000,1,Hadaeq Sheikh Mohammed Bin Rashid
CNT2133115764,2025-10-15,99000,1,Marsa Dubai
CNT2129838577,2025-03-11,55000,2,Al Nahda First
CRT2132675866,2025-09-20,68250,2,Jabal Ali First
CNT2133875283,2026-01-01,110000,2,Al Hudaiba
CNT2133019941,2025-10-14,20000,Office,Al Raffa
CNT2131809729,2025-07-12,15000,Office,Al Nahda Second
CRT2130289776,2025-01-28,85000,1,Al Merkadh
CNT2130685485,2025-04-10,57330,2,Al Goze Industrial Second
CNT2132904844,2025-12-01,57000,2,Al Qusais
CNT2132700122,2025-09-19,25000,Shop,Dubai Investment Park Second
CNT2130987735,2025-05-05,167844,Shop,Al Warsan First
CNT2134028806,2025-12-07,170000,Warehouse,Jabal Ali Industrial First
CNT2132521619,2025-08-01,41000,Office,Al Suq Al Kabeer
CNT2134050292,2025-12-30,20000,Office,Port Saeed
CRT2130515026,2025-04-20,55000,1,Al Hebiah Fourth
CNT2133173978,2025-10-27,87000,1,Jabal Ali First
CRT2130469316,2025-03-15,58050,2,Nad Hessa
CNT2130867246,2025-05-12,15000,Office,Al Khabeesi
CNT2133343113,2025-10-01,51000,2,Al Nahda Second
CNT2132103321,2025-08-05,25000,Studio,Al Aweer First
CRT2128060456,2025-02-01,35000,Studio,Jabal Ali First
CRT2133142876,2025-10-22,60000,Studio,Al Merkadh
CNT2130312515,2025-03-25,62000,1,Me'Aisem First
CRT2133017326,2025-01-01,46000,1,Al Hamriya
CNT2132016999,2025-08-01,68000,1,Madinat Al Mataar
CNT2130625676,2025-02-15,117130,Shop,Al Murqabat
CNT2132537461,2025-08-27,23000,Office,Al Twar Fifth
CNT2132421139,2025-09-10,55000,1,Al Hebiah Fourth
CNT2129918984,2025-02-01,64000,2,Al Nahda First
CNT2132138105,2025-08-01,100000,1,Jabal Ali First
CNT2130501391,2025-06-01,20000,Office,Um Hurair Second
CNT2133798326,2025-12-15,53900,1,Al Jadaf
CNT2132450147,2025-09-15,50000,1,Al Barsha South Fourth
CNT2132802065,2025-10-15,37000,1,Wadi Al Safa 2
CNT2133780669,2026-01-01,31422,1,Hor Al Anz
CNT2130156912,2025-03-06,45150,1,Wadi Al Safa 2
CNT2129923267,2025-02-20,40000,Studio,Wadi Al Safa 2
CNT2129648660,2025-02-14,15000,Office,Al Khabeesi
CNT2130735962,2025-03-20,39900,1,Nad Hessa
CNT2131241425,2025-06-09,20000,Office,Al Muteena
CNT2131907339,2025-07-20,85800,Warehouse,Al Goze Industrial First
CNT2133190942,2025-11-01,98000,2,Mankhool
CRT2131396154,2025-05-15,150000,1,Business Bay
CNT2131084252,2025-06-20,36179,Studio,Jabal Ali First
CNT2131312996,2025-07-01,55000,2,Al Qusais
CNT2131099584,2025-05-28,15000,Office,Al Nahda Second
CNT2130471419,2025-04-12,20000,Office,Trade Center First
CNT2131800019,2025-07-05,85100,1,Hadaeq Sheikh Mohammed Bin Rashid
CNT2131102917,2025-05-28,180000,2,Burj Khalifa
CNT2131814015,2025-07-23,45000,2,Hor Al Anz
CNT2131401979,2025-06-20,15000,Office,Business Bay
CNT2128116111,2025-01-01,50000,Shop,Al Suq Al Kabeer
CNT2133088319,2025-08-31,145000,1,Marsa Dubai
CNT2132977525,2025-10-12,90000,Studio,Burj Khalifa
CNT2131367933,2025-07-07,116160,2,Trade Center First
CRT2131361424,2025-06-30,187163,3,Al Thanyah Fourth
CNT2129827801,2025-02-10,59800,Office,Al Barsha South Fourth
CNT2131573354,2025-06-01,42000,Shop,Al Aweer First
CNT2133728694,2025-12-15,45000,1,Nad Hessa
CNT2133609175,2025-11-24,20000,Office,Al Karama
CRT2132449446,2025-08-29,185000,2,Zaabeel Second
CRT2133893066,2025-12-26,68000,1,Al Barsha South Fourth
CNT2134284854,2025-12-20,86000,2,Al Barsha South Third
CRT2128294196,2025-01-20,15000,Office,Hor Al Anz
CNT2133623130,2025-12-01,37000,Studio,Naif
CNT2132850953,2025-10-01,33000,Studio,Al Warqa First
CNT2131820735,2025-06-12,38000,Studio,Dubai Investment Park Second
CNT2132191147,2025-08-01,113400,2,Business Bay
CNT2128802200,2025-01-30,15000,Office,Al Baraha
CNT2132752263,2025-10-15,30000,Studio,Al Baraha
CNT2131763764,2025-07-22,25200,Studio,Al Goze Industrial Second
CNT2131734734,2025-07-07,10000,Office,Mankhool
CNT2128731387,2025-01-01,140000,2,Al Safouh First
CNT2129583493,2025-02-13,20000,Office,Ras Al Khor Industrial Second
CRT2132400516,2025-03-01,54000,2,Al Thanyah Fifth
CNT2131301035,2025-01-01,43770,Shop,Al Warqa Third
CNT2131258269,2025-06-11,47000,2,Al Qusais Industrial Fifth
CNT2133311188,2025-10-26,30000,Studio,Al Nahda First
CNT2129973422,2025-04-01,88000,1,Al Jadaf
CNT2128100413,2025-02-01,36000,Studio,Al Sabkha
CNT2132523258,2025-06-05,40000,Kiosk,Um Suqaim Second
CRT2132276986,2025-08-05,134000,2,Al Merkadh
CNT2132945938,2025-10-08,15000,Office,Al Khabeesi
CNT2131287254,2025-05-22,26000,Office,Al Mararr
CNT2130861194,2025-05-11,149666,4,Mirdif
CNT2129042059,2025-02-01,38400,Room in labor camp,Jabal Ali Industrial First
CNT2131038230,2025-03-05,42462,Studio,Al Goze Fourth
CNT2133066803,2025-10-20,73000,1,Al Barsha South Third
CNT2131977562,2025-07-24,15000,Office,Hor Al Anz
CNT2128546268,2025-01-27,20000,Office,Business Bay
CNT2132227709,2025-09-11,69828,2,Al Thanyah First
CNT2128299707,2025-01-08,75870,Office,Jabal Ali First
CNT2132923989,2025-10-01,51590,1,Al Barsha South Fourth
CNT2133077929,2025-12-01,52500,2,Al Nahda Second
CRT2130760496,2025-01-24,165000,3,Al Thanyah Fourth
CNT2132299588,2025-08-10,63000,2,Al Nahda First
CNT2132580958,2025-09-10,120000,3,Al Garhoud
CNT2132189277,2025-10-10,120000,1,Al Merkadh
CNT2127881817,2025-01-01,63525,2,Nad Al Hamar
CNT2132082189,2025-08-01,78750,1,Al Thanyah Third
CNT2128320406,2025-01-01,68000,2,Nad Hessa
CNT2129716689,2025-02-15,100000,1,Business Bay
CNT2130904012,2025-05-14,15000,Office,Hor Al Anz
CNT2133023371,2025-11-10,50000,1,Al Barsha South Fourth
CNT2132281022,2025-08-18,15000,Office,Business Bay
CNT2134221219,2026-01-11,63000,2,Al Nahda First
CNT2131854594,2025-07-16,135500,Shop,Al Karama
CNT2133472188,2025-11-13,15000,Office,Al Khabeesi
CNT2131674758,2025-07-01,80000,Office,Um Hurair Second
CNT2133224780,2025-11-29,29999,1,Al Qusais
CNT2134065636,2026-01-18,108000,2,Oud Metha
CNT2128062120,2025-01-15,10000,Office,Naif
CRT2132854746,2025-07-23,26620,Studio,Al Warsan First
CRT2130301886,2025-04-26,80000,1,Muhaisanah First
CNT2132981087,2025-10-10,60000,1,Al Barsha South Fourth
CNT2130027560,2025-03-04,15000,Office,Al Khabeesi
CNT2133392264,2025-12-05,46000,1,Al Baraha
CNT2130900628,2025-05-15,76000,1,Al Barsha First
CNT2133921241,2026-01-01,32000,2,Muhaisanah Fourth
CNT2130885508,2025-06-05,36000,Studio,Warsan Fourth
CRT2132868466,2025-10-02,83000,1,Al Barsha South Third
CNT2133458898,2025-09-04,63000,2,Al Yelayiss 2
CNT2132798394,2025-09-27,15000,Office,Al Suq Al Kabeer
CNT2127771818,2025-01-16,120000,2,Al Karama
CNT2132070295,2025-08-05,80000,1,Al Thanyah Fifth
CNT2133629121,2025-11-26,65000,Studio,Business Bay
CNT2127874071,2025-01-02,45000,Studio,Jabal Ali First
CNT2128018932,2025-01-01,110000,3,Rega Al Buteen
CNT2132848385,2025-09-01,143000,Warehouse,Al Goze Industrial Third
CNT2130567568,2025-04-02,36300,Warehouse,Al Ttay
CNT2131792447,2025-08-01,55000,1,Al Barsha South Fourth
CNT2134022564,2025-12-25,32144,Studio,Jabal Ali First
CNT2131784065,2025-07-15,40000,2,Al Baraha
CNT2131776909,2025-07-16,31999,1,Al Qusais
CNT2126389901,2025-01-10,85141,3,Jabal Ali First
CNT2132877078,2025-10-14,100000,2,Marsa Dubai
CNT2128729860,2025-02-05,48000,1,Al Qusais Industrial Fifth
CNT2130747324,2025-05-04,33500,2,Al Goze Fourth
CNT2133446033,2025-11-11,22000,Studio,Naif
CNT2132445389,2025-08-29,20000,Office,Al Murqabat
CNT2132902646,2025-10-05,31000,Shop,Naif
CNT2130288931,2025-03-25,30000,2,Jabal Ali Industrial First
CNT2126252229,2025-01-01,24000,1,Muhaisanah Fourth
CNT2133542363,2025-10-31,87200,1,Hadaeq Sheikh Mohammed Bin Rashid
CNT2129959085,2025-02-27,20000,Office,Burj Khalifa
CRT2129988166,2025-03-01,74000,1,Al Thanyah Third
CNT2134269722,2026-01-15,36000,1,Al Warsan First
CNT2132281579,2025-08-18,15000,Office,Al Khabeesi
CNT2130580567,2025-03-25,63250,2,Al Mamzer
CNT2133070001,2025-09-28,34485,1,Al Warsan First
CNT2130471444,2025-04-01,29000,Office,Al Nahda First
CNT2130256274,2025-04-01,72000,2,Al Raffa
CNT2132303501,2025-08-13,10000,Office,Rega Al Buteen
CNT2130680561,2025-03-05,84593,2,Al Rega
CRT2131772176,2025-06-01,95000,1,Al Khairan First
CNT2131114030,2025-05-29,15000,Shop,Hor Al Anz
CNT2130373210,2025-04-04,20000,Office,Naif
CNT2130806846,2025-06-09,90000,Shop,Eyal Nasser
CNT2130075504,2025-03-10,78000,1,Al Jadaf
CNT2133491469,2025-10-01,48000,Office,Al Mamzer
CNT2132266543,2025-08-25,140000,2,Business Bay
CNT2130453352,2025-04-10,15000,Office,Al Goze Industrial First
CNT2132286625,2025-08-25,72000,1,Saih Shuaib 2
CNT2132055122,2025-07-01,42000,1,Al Karama
CNT2131272854,2025-06-11,15000,Office,Al Barsha First
CNT2133793560,2026-01-01,38000,1,Al Hamriya
CNT2132980376,2025-10-05,23000,Studio,Eyal Nasser
CNT2128135908,2025-01-17,67000,1,Al Barsha South Fourth
CNT2133604020,2025-11-21,85000,Hotel,Madinat Al Mataar
CNT2130635093,2025-05-15,47250,Studio,Business Bay
CNT2131571181,2025-05-31,74075,2,Al Muteena
CRT2134142646,2025-12-17,150000,Shop,Al Barsha South Fourth
CNT2130443168,2025-04-05,160000,4,Al Yelayiss 2
CNT2131327199,2025-07-01,82600,2,Al Wasl
CNT2131248689,2025-07-11,23999,Studio,Al Qusais
CRT2131273586,2025-05-18,70000,1,Al Merkadh
CRT2133556996,2025-07-01,42000,Studio,Al Hebiah Fifth
CNT2130374041,2025-04-10,66000,1,Al Karama
CNT2133327306,2025-11-01,100000,1,Burj Khalifa
CRT2130008576,2025-02-17,178500,4,Wadi Al Safa 5
CNT2134171886,2026-01-15,59220,1,Marsa Dubai
CNT2134289479,2026-02-07,10000,Office,Business Bay
CNT2133022265,2025-10-14,20000,Office,Al Raffa
CRT2129251546,2025-02-07,40000,1,Al Warsan First
CNT2132906335,2025-10-20,45684,1,Al Nahda Second
CRT2131988796,2025-08-07,180000,4,Wadi Al Safa 5
CNT2129635311,2025-02-13,150000,Hotel,Business Bay
CNT2133685806,2025-11-29,20000,Office,Dubai International Airport
CNT2130802704,2025-05-01,88200,3,Mirdif
CNT2132409616,2025-09-04,60000,3,Al Qusais Industrial Fifth
CRT2132222436,2025-08-08,65000,1,Wadi Al Safa 2
CNT2132134167,2025-09-05,95000,3,Madinat Hind 4
CNT2131536069,2025-04-10,52000,2,Al Qusais
CRT2133593676,2025-11-20,110000,1,Marsa Dubai
CNT2134038477,2026-01-25,42000,1,Al Warsan First
CNT2131579089,2025-05-15,115000,Warehouse,Al Qusais Industrial First
CNT2129854555,2025-05-01,42000,1,Al Mamzer
CNT2133511536,2025-11-20,72600,2,Al Barsha First
CNT2132496982,2025-06-01,92882,Shop,Al Murqabat
CNT2129822322,2025-02-15,43000,1,Al Suq Al Kabeer
CNT2131028340,2025-05-22,15000,Office,Al Muteena
CNT2128442935,2025-01-20,75000,Office,Oud Metha
CRT2133496416,2025-11-17,42000,Studio,Madinat Al Mataar
CNT2129112539,2025-02-01,56100,2,Wadi Al Safa 5
CNT2132110469,2025-08-08,43000,Studio,Al Hebiah Third
CNT2128283683,2025-02-01,26000,Studio,Al Mararr
CNT2130754646,2025-05-02,115000,1,Al Merkadh
CNT2133087282,2025-11-01,50000,Shop,Al Mararr
CRT2132588416,2025-09-01,185000,1,Palm Jumeirah
CRT2132130146,2025-08-04,130000,3,Madinat Hind 4
CNT2132555329,2025-03-01,57600,Room in labor camp,Jabal Ali Industrial First
CNT2130126780,2025-01-15,149870,Warehouse,Dubai Investment Park Second
CNT2131243545,2025-06-12,35564,1,Al Warsan First
CNT2127959495,2025-01-10,42000,Studio,Al Barsha First
CNT2130004011,2025-03-03,15000,Office,Al Goze Industrial First
CNT2132565864,2025-09-20,64286,1,Al Barsha South Fourth
CNT2132561455,2025-09-09,15000,Office,Saih Shuaib 3
CNT2130830437,2025-04-20,107077,Warehouse,Jabal Ali Industrial First
CNT2134135275,2026-02-15,58000,1,Al Nahda First
CNT2130934691,2025-05-20,125000,2,Al Barsha South Fourth
CNT2131704363,2025-05-01,65100,2,Al Raffa
CNT2128959024,2025-01-28,50000,1,Al Warsan First
CNT2132915778,2025-10-01,30000,Office,Al Mararr
CNT2133039165,2025-11-18,53400,Room in labor camp,Saih Shuaib 2
CNT2132481037,2025-09-06,68000,2,Al Warqa First
CNT2133029683,2025-07-01,45000,Studio,Al Barsha South Third
CNT2132220960,2025-07-15,32190,Studio,Jabal Ali Industrial First
CNT2133635911,2025-12-12,92000,Shop,Al Dhagaya
CNT2134190391,2026-01-12,18000,Office,Um Hurair Second
CNT2133160422,2025-10-23,15000,Office,Al Hamriya
CNT2129892646,2025-01-10,28000,Studio,Naif
CNT2133400522,2025-11-07,20000,Office,Dubai Investment Park First
CNT2129912143,2025-03-30,57000,2,Al Hebiah Fourth
CNT2131274867,2025-06-11,15000,Office,Al Barsha First
CNT2130435528,2025-05-10,115000,1,Al Merkadh
CNT2133316257,2025-10-26,115000,1,Al Safouh First
CRT2131014446,2025-05-20,72000,Studio,Al Merkadh
CNT2133440076,2025-10-31,71000,Warehouse,Al Qusais Industrial First
CNT2132061362,2025-06-01,25000,Shop,Al Baraha
CNT2130754002,2025-01-26,187368,1,Marsa Dubai
CNT2131027842,2025-05-02,135000,3,Hor Al Anz East
CNT2133649511,2025-11-10,33000,Studio,Naif
CNT2132297355,2025-08-19,11000,Office,Mankhool
CRT2132032246,2025-08-01,95000,1,Marsa Dubai
CNT2130189939,2025-01-13,165000,3,Al Bada
CNT2127493213,2025-01-06,15000,Office,Al Goze First
CRT2134303156,2026-01-23,120000,1,Business Bay
CNT2133913387,2025-12-18,18000,Office,Al Khabeesi
CNT2132226395,2025-08-13,30000,Office,Port Saeed
CNT2132475455,2025-09-02,10000,Office,Jabal Ali Industrial First
CNT2134204930,2026-01-14,75000,1,Jabal Ali First
CNT2131500838,2025-07-01,100000,Office,Oud Metha
CNT2133310085,2025-12-01,57500,2,Hor Al Anz
CNT2132401813,2025-09-16,60000,1,Al Raffa
CNT2132145365,2025-05-15,84700,3,Mirdif
CNT2133153942,2025-10-20,90000,1,Al Jadaf
CNT2133638878,2025-11-16,73000,2,Al Karama
CNT2132495667,2025-07-10,93000,2,Al Satwa
CNT2128528971,2025-01-01,53515,1,Al Karama
CNT2133013676,2025-10-31,10000,Office,Al Garhoud
CNT2131405085,2025-07-01,75000,3,Al Raffa
CNT2134143561,2026-01-10,48000,Shop,Naif
CNT2133343837,2025-11-23,158484,4,Nad Hessa
CNT2130095485,2025-03-10,15000,Office,Al Goze Industrial Third
CNT2133636694,2025-11-01,28000,Office,Naif
CNT2128137429,2025-01-16,50474,1,Al Thanyah First
CNT2130281534,2025-06-01,40000,Studio,Business Bay
CNT2127855147,2025-01-13,10000,Office,Trade Center First
CNT2130672811,2025-04-01,65000,3,Mirdif
CRT2128485106,2025-01-24,80000,1,Business Bay
CNT2127543925,2025-01-01,26000,Studio,Al Suq Al Kabeer
CNT2131038573,2025-05-02,78100,2,Al Barsha South Fourth
CNT2133890471,2025-12-11,120000,1,Al Barsha South Fourth
CNT2132130367,2025-08-10,60000,1,Al Barsha South Fourth
CNT2133139599,2025-10-22,20000,Office,Al Karama
CNT2133910153,2025-12-01,62000,Shop,Al Bada
CNT2131367321,2025-05-05,32000,1,Al Qusais Industrial Fifth
CNT2127633860,2025-01-07,113470,2,Marsa Dubai
CNT2132935033,2025-10-07,15000,Office,Al Mararr
CNT2131823253,2025-07-01,90000,1,Business Bay
CNT2132929105,2025-09-05,85091,2,Wadi Al Safa 2
CNT2130515670,2025-05-01,180000,Parking,Al Warsan Third
CNT2130982695,2025-05-20,15000,Office,Business Bay
CNT2129973410,2025-03-01,41500,1,Al Qusais Industrial Fifth
CRT2133742736,2025-12-03,72000,1,Al Barsha South Third
CRT2132844506,2025-09-26,55000,Studio,Al Merkadh
CNT2131237083,2025-06-09,15000,Office,Dubai Investment Park First
CNT2133457777,2025-11-14,66000,Office,Al Dhagaya
CNT2133798789,2025-12-10,15000,Office,Al Khabeesi
CRT2130601336,2025-05-08,105000,3,Madinat Hind 4
CNT2133399321,2025-10-01,24000,Shop,Al Mararr
CNT2131292813,2025-06-19,60000,1,Al Twar Fifth
CNT2130494723,2025-04-20,60000,Studio,Al Merkadh
CNT2133954464,2025-12-24,71000,1,Nad Hessa
CNT2132885543,2025-10-01,80040,Office,Nad Hessa
CRT2129842386,2025-02-22,95000,1,Burj Khalifa
CNT2132532242,2025-09-10,110250,3,Mankhool
CRT2131419456,2025-07-01,102000,2,Al Yelayiss 2
CNT2129926971,2025-02-16,138915,3,Al Bada
CNT2128569810,2025-01-02,152800,Shop,Nad Hessa
CNT2133225614,2025-11-15,71000,2,Ras Al Khor Industrial Third
CNT2131709358,2025-07-05,55000,2,Al Nahda Second
CNT2132069993,2025-08-05,105000,3,Wadi Al Safa 7
CNT2128106840,2025-01-10,125000,3,Nad Hessa
CNT2130943010,2025-05-16,15000,Office,Al Khabeesi
CNT2131867555,2025-07-16,15000,Office,Hor Al Anz
CNT2127466086,2025-01-06,15000,Office,Al Karama
CNT2130873648,2025-04-25,73500,4,Madinat Hind 4
CNT2133775442,2025-12-08,15000,Office,Al Suq Al Kabeer
CNT2131521406,2025-07-02,36000,1,Al Goze Fourth
CNT2130214556,2025-03-19,15000,Office,Al Murqabat
CNT2131989980,2025-07-25,40000,Office,Burj Khalifa
CNT2132484658,2025-08-25,152250,2,Marsa Dubai
CNT2131287606,2025-06-17,86000,2,Al Warqa First
CNT2131669847,2025-06-15,170000,Warehouse,Ras Al Khor Industrial Second
CNT2133461181,2025-11-12,17000,Office,Al Mararr
CNT2132856515,2025-10-01,51480,Room in labor camp,Muhaisanah Second
CNT2130615977,2025-05-01,36383,2,Muhaisanah Fourth
CNT2134323683,2026-01-20,20000,Office,Al Raffa
CNT2132738737,2025-11-11,44000,1,Hessyan First
CRT2129189056,2025-02-03,40000,Studio,Al Hebiah Fourth
CNT2132854138,2025-10-01,20000,Office,Al Raffa
CNT2133093597,2025-10-20,17000,Office,Al Mararr
CNT2133629157,2025-11-10,103000,Shop,Naif
CNT2133653897,2025-11-27,15000,Office,Al Suq Al Kabeer
CNT2133595937,2025-10-20,29400,Studio,Al Ras
CNT2133017780,2025-11-01,44000,1,Al Warsan First
CNT2132954674,2025-10-08,20000,Shop,Al Mararr
CRT2132775546,2025-09-26,81300,1,Marsa Dubai
CNT2132213227,2025-08-01,76000,3,Nad Al Hamar
CNT2133733150,2025-12-04,66000,Studio,Al Merkadh
CNT2132185542,2025-07-15,58000,Studio,Al Barsha South Third
CNT2132152354,2025-06-27,37400,Studio,Al Bada
CNT2130893878,2025-04-15,47250,2,Al Twar Fifth
CNT2130674965,2025-05-01,60000,Studio,Jabal Ali First
CNT2132810776,2025-09-05,62000,2,Al Nahda First
CNT2132636280,2025-09-19,97000,1,Nad Al Shiba First
CNT2133850298,2025-12-31,184999,2,Jumeirah First
CRT2134200936,2026-01-11,150000,1,Palm Jumeirah
CNT2132451482,2025-08-30,20000,Office,Al Mararr
CNT2134108505,2026-01-12,62000,2,Al Goze Industrial Second
CNT2133486276,2025-11-14,20000,Office,Naif
CRT2133282716,2025-04-01,145000,2,Burj Khalifa
CNT2131388109,2025-06-23,62000,2,Al Goze Industrial Second
CNT2130459446,2025-04-16,34999,Studio,Al Suq Al Kabeer
CNT2133789676,2025-12-09,20000,Office,Hor Al Anz East
CNT2134127187,2026-01-07,36000,Office,Al Ttay
CNT2131418227,2025-06-21,48500,2,Al Qusais Industrial Fifth
CNT2132619361,2025-09-20,45000,Studio,Al Goze Fourth
CNT2131908224,2025-09-18,50000,1,Al Murqabat
CNT2132290115,2025-09-05,80000,1,Marsa Dubai
CNT2132283150,2025-08-08,65000,1,Al Barsha South Fourth
CNT2133339366,2025-11-10,46200,1,Al Hamriya
CNT2131209303,2025-05-28,48814,Studio,Al Warsan First
CNT2131163331,2025-06-07,45000,Studio,Jabal Ali First
CNT2132180438,2025-08-05,100000,2,Port Saeed
CNT2133052481,2025-10-16,10000,Office,Al Khabeesi
CNT2130722328,2025-04-30,15000,Office,Burj Khalifa
CNT2134221990,2026-01-13,20000,Office,Al Raffa
CNT2134307685,2025-12-24,71400,1,Um Hurair Second
CNT2128827072,2025-02-05,67000,2,Muhaisanah Fourth
CNT2130795309,2025-05-01,157437,Shop,Al Thanyah Fifth
CRT2132457076,2025-09-01,140000,4,Al Barsha South Fourth
CNT2133568469,2025-11-20,15000,Office,Burj Khalifa
CNT2133567685,2025-10-10,112000,3,Al Karama
CNT2132559494,2025-09-09,15000,Office,Al Mararr
CNT2134090662,2025-12-20,61500,2,Hor Al Anz East
CNT2131029374,2025-05-01,79200,1,Al Thanyah Third
CNT2129528187,2025-02-01,120000,Room in labor camp,Al Goze Industrial Second
CNT2134042675,2025-12-30,15000,Office,Business Bay
CNT2130224147,2025-04-07,66000,2,Al Karama
