transaction_id,trans_group,procedure_name,instance_date,property_type,property_sub_type,property_usage,reg_type,area_name,building_name,project_name,nearest_landmark,nearest_metro,nearest_mall,rooms,has_parking,procedure_area,actual_worth,meter_sale_price,area_sqft,Price_Per_SqFt
1-11-2024-27915,Sales,Sell,2024-07-29,Unit,Flat,Residential,Existing,Al Wasl,Citywalk Residential Building 11B,NO. 6A AND NO.6B CITYWALK RESIDENTIAL,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2,1,188.38,58010.0,307.94,2027.7223199999999,28.608453646651185
1-102-2024-17911,Sales,Sell - Pre registration,2024-03-25,Unit,Flat,Residential,Off-Plan,Madinat Dubai Almelaheyah,MAR CASA,MAR CASA,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,2,1,112.23,2109964.0,18800.36,1208.04372,1746.5957275122462
1-102-2025-46780,Sales,Sell - Pre registration,2025-06-02,Unit,Flat,Residential,Off-Plan,Marsa Dubai,Pelagos by IGO,PELaGOS By IGO ,Burj Al Arab,Dubai Marina,Marina Mall,2,1,138.54,3456141.0,24946.89,1491.2445599999999,2317.621866127713
1-11-2025-42152,Sales,Sell,2025-10-09,Unit,Flat,Residential,Existing,Al Hebiah Fifth,AL THAMAM 7,REMRAAM,Motor City,Business Bay Metro Station,Dubai Mall,2,1,93.73,1000000.0,10668.94,1008.90972,991.1689620752192
1-102-2024-95113,Sales,Sell - Pre registration,2024-11-11,Unit,Flat,Residential,Off-Plan,Hadaeq Sheikh Mohammed Bin Rashid,Address Residences l Dubai Hills Estate Tower A,Address Residences l Dubai Hills Estate,IMG World Adventures,Nakheel Metro Station,Marina Mall,1,1,69.92,1966888.0,28130.55,752.61888,2613.391787354577
1-102-2024-11591,Sales,Sell - Pre registration,2024-02-29,Villa,Villa,Residential,Off-Plan,Al Hebiah Sixth,ALBERO BY ORO24,Mudon Al Ranim 7,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3,0,168.92,2583000.0,15291.26,1818.2548799999997,1420.592914894308
1-11-2025-41941,Sales,Sell,2025-10-16,Unit,Flat,Residential,Existing,Al Safouh Second,Dubai Jewel Tower,SULAFA TOWER,Burj Al Arab,Dubai Internet City,Mall of the Emirates,2,1,38.02,350000.0,9205.68,409.24728,855.2286529552499
1-102-2024-28863,Sales,Sell - Pre registration,2024-05-06,Unit,Flat,Residential,Off-Plan,Ras Al Khor Industrial First,Sobha One - E,SOBHA ONE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,67.71,1698151.0,25079.77,728.8304399999998,2329.967173160331
1-102-2024-687,Sales,Sell - Pre registration,2024-01-08,Unit,Flat,Residential,Off-Plan,Al Merkadh,Azizi Riviera 25,Azizi Riviera 25,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1,1,73.12,826210.0,11299.37,787.06368,1049.7371699326795
1-102-2025-25748,Sales,Sell - Pre registration,2025-03-28,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,ONE SKY PARK BY IMAN,ONE SKY PARK BY IMAN,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,43.14,828083.0,19195.25,464.35895999999997,1783.2820540385396
1-11-2025-51147,Sales,Sell,2025-12-08,Unit,Flat,Residential,Existing,Wadi Al Safa 3,AL GHURAIR RESIDENCE 5,LIVING LEGENDS PHASE 5,Global Village,Emirates Towers Metro Station,Dubai Mall,1,1,78.94,865000.0,10957.69,849.71016,1017.9941828634837
1-102-2025-88980,Sales,Sell - Pre registration,2025-09-16,Unit,Flat,Residential,Off-Plan,Hadaeq Sheikh Mohammed Bin Rashid,Address Residences l Dubai Hills Estate Tower A,Address Residences l Dubai Hills Estate,IMG World Adventures,Nakheel Metro Station,Marina Mall,2,1,101.41,3325000.0,32787.69,1091.5772399999998,3046.051051778984
1-102-2024-46250,Sales,Sell - Pre registration,2024-06-27,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 3,Samana Barari Views 2,Samana Barari Views 2,IMG World Adventures,Damac Properties,Marina Mall,Studio,1,38.47,660000.0,17156.23,414.09108,1593.8522510554926
1-102-2025-100384,Sales,Sell - Pre registration,2025-10-08,Unit,Flat,Residential,Off-Plan,Ras Al Khor Industrial First,The Element at Sobha One,The Element at Sobha One,Dubai Parks and Resorts,Dubai Internet City,Marina Mall,2,1,119.23,3330371.0,27932.32,1283.39172,2594.9762244063722
1-102-2024-34292,Sales,Sell - Pre registration,2024-05-21,Unit,Flat,Residential,Off-Plan,Al Merkadh,Azizi Riviera 3,Azizi Riviera 3,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1,1,82.64,1412000.0,17086.16,889.5369599999999,1587.3427001841499
1-11-2025-17992,Sales,Sell,2025-04-30,Unit,Flat,Residential,Existing,Al Warsan First,T-09,VICTORY HEIGHTS,Burj Al Arab,Rashidiya Metro Station,City Centre Mirdif,Studio,0,44.5,340000.0,7640.45,478.998,709.8150722967529
1-102-2024-51473,Sales,Sell - Pre registration,2024-07-17,Unit,Flat,Residential,Off-Plan,Madinat Hind 4,DAMAC HILLS (2) - EVERGREENS,DAMAC HILLS (2) - EVERGREENS,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,50.18,578000.0,11518.53,540.13752,1070.0978521173645
1-102-2025-113799,Sales,Sell - Pre registration,2025-11-10,Unit,Flat,Residential,Off-Plan,Business Bay,TIGER SKY TOWER,Tiger Sky Tower,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2,1,137.56,2891775.0,21021.92,1480.6958399999999,1952.9838079372198
1-102-2025-132723,Sales,Sell - Pre registration,2025-12-25,Villa,Villa,Residential,Off-Plan,Al Yelayiss 1,Building B,DAMAC ISLANDS 2 - BAHAMAS 1,Sports City Swimming Academy,Damac Properties,Marina Mall,4,0,144.01,2824000.0,19609.75,1550.1236399999998,1821.7901637833227
1-102-2024-110548,Sales,Sell - Pre registration,2024-12-31,Unit,Flat,Residential,Off-Plan,Bukadra,Skyscape Aura,SKYSCAPE,Downtown Dubai,Creek Metro Station,Dubai Mall,2,1,140.46,3779750.0,26909.8,1511.91144,2499.9810835481208
1-102-2024-18630,Sales,Sell - Pre registration,2024-03-26,Unit,Flat,Residential,Off-Plan,Al Merkadh,Azizi Riviera 25,Azizi Riviera 25,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,30.07,484800.0,16122.38,323.67348,1497.8057516482352
1-102-2024-93628,Sales,Sell - Pre registration,2024-11-06,Unit,Flat,Residential,Off-Plan,Marsa Dubai,Marina Cove,Marina Cove,Burj Al Arab,Marina Mall Metro Station,Marina Mall,1,1,74.16,2122888.0,28625.78,798.2582399999999,2659.400045779672
1-11-2024-4358,Sales,Sell,2024-02-07,Unit,Flat,Residential,Existing,Al Barsha South Third,RESORTZ RESIDENCE BLOCK 2,Resortz Residence,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2,1,49.87,400000.0,8020.85,536.8006799999999,745.155538923684
1-102-2025-13276,Sales,Sell - Pre registration,2025-02-19,Unit,Flat,Residential,Off-Plan,Madinat Dubai Almelaheyah,THE PIER,The Pier,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,2,1,103.91,2851758.0,27444.5,1118.48724,2549.6562660831073
1-102-2024-89942,Sales,Sell - Pre registration,2024-10-24,Villa,Villa,Residential,Off-Plan,Dubai Investment Park Second,Cove Boulevard By Imtiaz,DAMAC RIVERSIDE - SAGE,IMG World Adventures,Emirates Towers Metro Station,Dubai Mall,4,0,144.09,2830000.0,19640.5,1550.98476,1824.6472002729413
1-102-2025-33730,Sales,Sell - Pre registration,2025-04-23,Unit,Flat,Residential,Off-Plan,Al Barsha South Third,SKYZ BY DANUBE,SKYZ By Danube,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,53.15,849000.0,15973.66,572.1066,1483.9891726471956
1-102-2025-34083,Sales,Sell - Pre registration,2025-04-23,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,Golf Meadow,Golf Meadow,Dubai Parks and Resorts,Dubai Internet City,Marina Mall,1,1,65.9,1161190.0,17620.49,709.3476,1636.9830531603968
1-11-2025-37400,Sales,Sell,2025-09-08,Unit,Flat,Residential,Existing,Jabal Ali First,MURANO RESIDENCE 1,MURANO RESIDENCE 1,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,1,1,66.64,600000.0,9003.6,717.31296,836.4549833311252
1-102-2024-106580,Sales,Sell - Pre registration,2024-12-19,Unit,Flat,Residential,Off-Plan,Al Merkadh,Azizi Riviera 67,AZIZI RIVIERA 67,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2,1,88.29,2012725.0,22796.75,950.35356,2117.869690518127
1-102-2024-46836,Sales,Sell - Pre registration,2024-07-01,Unit,Flat,Residential,Off-Plan,Hadaeq Sheikh Mohammed Bin Rashid,Vida Residences Dubai Hills Estate,Vida Residences Dubai Hills Estate,Al Makhtoum International Airport,Business Bay Metro Station,Dubai Mall,2,1,117.54,3174888.0,27011.13,1265.20056,2509.39503219948
1-11-2025-44175,Sales,Sell,2025-10-23,Unit,Flat,Residential,Existing,Al Barsha South Third,Platinum One,PLATINUM 1,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,45.85,347000.0,7568.16,493.5294,703.098944054802
1-102-2024-99774,Sales,Sell - Pre registration,2024-11-27,Villa,Villa,Residential,Off-Plan,Wadi Al Safa 5,AZIZI MILAN 51,ATHLON BY AL DAR 2,IMG World Adventures,Emirates Towers Metro Station,City Centre Mirdif,3,0,197.35,3237802.0,16406.39,2124.2754,1524.1912607000015
1-11-2025-39041,Sales,Sell,2025-09-19,Unit,Flat,Residential,Existing,Marsa Dubai,PRINCESS TOWER,PRINCESS TOWER,Burj Al Arab,Mina Seyahi,Marina Mall,2,1,160.97,2140000.0,13294.4,1732.6810799999998,1235.0801452740513
1-102-2025-48194,Sales,Sell - Pre registration,2025-06-04,Unit,Flat,Residential,Off-Plan,Al Hebiah First,Sobha Solis Tower D,Sobha Solis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,62.47,1381844.0,22120.12,672.4270799999999,2055.0094442954323
1-102-2026-661,Sales,Sell - Pre registration,2026-01-05,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Binghatti Amberhall,Binghatti Amberhall,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,35.17,769999.0,21893.63,378.56988,2033.9679427216977
1-102-2025-19644,Sales,Sell - Pre registration,2025-03-10,Unit,Flat,Residential,Off-Plan,Al Barsha South Second,11 HILLS PARK,11 Hills Park,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Studio,1,44.03,647916.0,14715.33,473.93892,1367.0875563458683
1-102-2024-77275,Sales,Sell - Pre registration,2024-09-26,Unit,Flat,Residential,Off-Plan,Hadaeq Sheikh Mohammed Bin Rashid,Club Place Building B,Club Place,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,69.01,1578888.0,22879.12,742.82364,2125.5220148890253
1-11-2025-44247,Sales,Sell,2025-10-23,Unit,Flat,Residential,Existing,Nad Al Hamar,Alzarooni,SAMANA HILLS,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,2,1,123.95,1541812.0,12438.98,1334.1978,1155.609760411837
1-102-2024-41835,Sales,Sell - Pre registration,2024-06-11,Unit,Flat,Residential,Off-Plan,Business Bay,Bayz 101 By Danube,Bayz 101 By Danube,Burj Khalifa,Business Bay Metro Station,Dubai Mall,2,1,104.75,3344000.0,31923.63,1127.529,2965.7773769011706
1-102-2024-23969,Sales,Sell - Pre registration,2024-04-19,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Binghatti Tulip,Binghatti Tulip,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,57.0,875000.0,15350.88,613.548,1426.1312888315176
1-102-2025-69085,Sales,Sell - Pre registration,2025-07-30,Unit,Flat,Residential,Off-Plan,Al Jadaf,Binghatti Ivory,Binghatti Ivory,Downtown Dubai,Al Jadaf Metro Station,Dubai Mall,1,1,72.64,1924999.0,26500.54,781.8969599999999,2461.9599493007368
1-102-2024-44581,Sales,Sell - Pre registration,2024-06-21,Unit,Flat,Residential,Off-Plan,Business Bay,Bayz 101 By Danube,Bayz 101 By Danube,Burj Khalifa,Business Bay Metro Station,Dubai Mall,2,1,104.75,2980000.0,28448.69,1127.529,2642.947542812646
1-102-2024-33954,Sales,Sell - Pre registration,2024-05-20,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Maimoon Gardens Tower B,Maimoon Gardens,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,55.22,1140000.0,20644.69,594.38808,1917.938865799597
1-102-2024-17771,Sales,Sell - Pre registration,2024-03-21,Unit,Flat,Residential,Off-Plan,Ras Al Khor Industrial First,Sobha One - E,SOBHA ONE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,67.71,1741880.0,25725.59,728.8304399999998,2389.9660392889195
1-102-2025-113662,Sales,Sell - Pre registration,2025-11-10,Unit,Flat,Residential,Off-Plan,Al Barsha South Second,Binghatti Hillviews,Binghatti Hillviews,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1,1,61.6,1218909.0,19787.48,663.0624,1838.3020964542702
1-11-2025-40838,Sales,Sell,2025-10-02,Unit,Flat,Residential,Existing,Al Hebiah Third,DAMAC HILLS - GOLF HORIZON - TOWER A,DAMAC HILLS - GOLF HORIZON ,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,54.85,575332.0,10489.19,590.4054,974.4694069532562
1-102-2025-53410,Sales,Sell - Pre registration,2025-06-20,Unit,Flat,Residential,Off-Plan,Al Khairan First,Altan,Altan,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,2,1,109.39,2774888.0,25366.93,1177.47396,2356.6448976926845
1-11-2024-25279,Sales,Sell,2024-07-09,Unit,Flat,Residential,Existing,Al Barsha South Fourth,Binghatti Crescent,Binghatti Crescent ,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,67.55,840000.0,12435.23,727.1081999999999,1155.2613489986775
1-102-2024-32907,Sales,Sell - Pre registration,2024-05-16,Unit,Flat,Residential,Off-Plan,Ras Al Khor Industrial First,Sobha One - A,SOBHA ONE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,75.08,1672891.0,22281.45,808.16112,2069.9968837897077
1-11-2025-39742,Sales,Sell,2025-09-25,Unit,Flat,Residential,Existing,Al Thanyah Third,MOSELA,MOSELA,Burj Al Arab,Dubai Internet City,Marina Mall,1,1,69.58,1325000.0,19042.83,748.95912,1769.121924838835
1-102-2024-91469,Sales,Sell - Pre registration,2024-10-29,Unit,Flat,Residential,Off-Plan,Al Hebiah First,Sobha Orbis Tower E,Sobha Orbis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,49.95,967788.0,19375.14,537.6618,1799.9939739070176
1-11-2024-9058,Sales,Sell,2024-03-12,Unit,Flat,Residential,Existing,Jabal Ali,MED 88,The Chedi Private Residences,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,Studio,0,49.0,410000.0,8367.35,527.4359999999999,777.3454978423923
1-102-2025-135882,Sales,Sell - Pre registration,2025-12-31,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,EXPO Valley Views 07,Expo Valley Views,IMG World Adventures,Business Bay Metro Station,Dubai Mall,2,1,136.6,2919000.0,21368.96,1470.3623999999998,1985.2248670123777
1-102-2025-33923,Sales,Sell - Pre registration,2025-04-25,Unit,Flat,Residential,Off-Plan,Me'Aisem First,Imperial Residence,Imperial Residence,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,45.97,728353.0,15844.09,494.82107999999994,1471.9522458501567
1-102-2025-73417,Sales,Sell - Pre registration,2025-08-11,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Binghatti Aurora,Binghatti Aurora,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,73.11,1487498.0,20346.04,786.9560399999999,1890.1919858191827
1-102-2025-62114,Sales,Sell - Pre registration,2025-07-14,Unit,Flat,Residential,Off-Plan,Al Hebiah First,Sobha Solis Tower A,Sobha Solis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,72.64,1485591.0,20451.42,781.8969599999999,1899.9830872855678
1-102-2024-74181,Sales,Sell - Pre registration,2024-09-20,Unit,Flat,Residential,Off-Plan,Madinat Hind 4,DAMAC HILLS (2)-ELO,DAMAC HILLS (2) - ELO,Dubai Cycling Course,Emirates Towers Metro Station,Dubai Mall,2,1,77.32,912000.0,11795.14,832.2724799999999,1095.7949733000905
1-102-2024-83396,Sales,Sell - Pre registration,2024-10-09,Villa,Villa,Residential,Off-Plan,Dubai Investment Park Second,AMAAL 8,DAMAC RIVERSIDE - LUSH,Downtown Dubai,Creek Metro Station,Dubai Mall,4,0,148.35,2756000.0,18577.69,1596.8393999999998,1725.90931811928
1-102-2025-32918,Sales,Sell - Pre registration,2025-04-21,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,Beachfront Gates 2,Beachfront Gates 2,IMG World Adventures,Emirates Towers Metro Station,Dubai Mall,2,1,115.46,1678634.0,14538.66,1242.81144,1350.6747250411536
1-102-2024-98396,Sales,Sell - Pre registration,2024-11-22,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,Cove Edition Residence 1 By Imtiaz,Cove Edition Residence 1 By Imtiaz,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,74.64,890072.0,11924.88,803.4249599999999,1107.8470850594435
1-11-2025-11412,Sales,Sell,2025-03-19,Unit,Flat,Residential,Existing,Al Warsan First,LADY RATAN MANOR,LADY RATAN MANOR,Burj Al Arab,Rashidiya Metro Station,City Centre Mirdif,2,1,93.92,610000.0,6494.89,1010.95488,603.3899356616192
1-102-2025-78652,Sales,Sell - Pre registration,2025-08-21,Unit,Flat,Residential,Off-Plan,Al Hebiah First,Sobha Orbis Tower D,Sobha Orbis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,58.3,1220546.0,20935.61,627.5411999999999,1944.9655257694637
1-102-2025-113347,Sales,Sell - Pre registration,2025-11-10,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 3,FOREST CITY TOWER,FOREST CITY TOWER,IMG World Adventures,Business Bay Metro Station,Dubai Mall,2,1,126.83,1670292.0,13169.54,1365.1981199999998,1223.4795635376354
1-102-2025-74917,Sales,Sell - Pre registration,2025-08-14,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,A 99,A 99,IMG World Adventures,Business Bay Metro Station,Dubai Mall,2,1,112.87,998880.0,8849.83,1214.93268,822.1690110434762
1-102-2024-56548,Sales,Sell - Pre registration,2024-08-01,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,AZIZI VENICE 7 - Building A,AZIZI VENICE 7,Dubai Cycling Course,Business Bay Metro Station,Dubai Mall,Studio,1,31.39,596000.0,18986.94,337.88196,1763.9296279682999
1-102-2025-41871,Sales,Sell - Pre registration,2025-05-19,Unit,Flat,Residential,Off-Plan,Al Hebiah First,Sobha Solis Tower B,Sobha Solis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,50.64,1062926.0,20989.85,545.0889599999999,1950.0046377750893
1-102-2024-84205,Sales,Sell - Pre registration,2024-10-10,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,ONE PARK CENTRAL BY IMAN,ONE PARK CENTRAL BY IMAN,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2,1,112.63,1669927.0,14826.66,1212.3493199999998,1377.4305577207733
1-102-2024-30217,Sales,Sell - Pre registration,2024-05-09,Unit,Flat,Residential,Off-Plan,Madinat Dubai Almelaheyah,Ocean Point - Building 2,Ocean Point,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,1,1,73.26,1655888.0,22602.89,788.57064,2099.8600708745635
1-102-2025-78228,Sales,Sell - Pre registration,2025-08-21,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 3,Rabdan Gates,Rabdan Gates,IMG World Adventures,Emirates Towers Metro Station,Dubai Mall,2,1,103.58,1369000.0,13216.84,1114.9351199999999,1227.8741385418016
1-11-2024-13225,Sales,Sell,2024-04-18,Unit,Flat,Residential,Existing,Jabal Ali,MOG 184,JUMEIRAH PARK PACKAGE 1A,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,Studio,0,44.0,425000.0,9659.09,473.616,897.3514408297017
1-11-2025-51417,Sales,Sell,2025-12-09,Unit,Flat,Residential,Existing,Marsa Dubai,MARINA DIAMOND 5 (A),The Lakes Zulal,Burj Al Arab,Dubai Marina,Marina Mall,1,1,66.37,1050000.0,15820.4,714.40668,1469.7510947126082
1-102-2025-125429,Sales,Sell - Pre registration,2025-12-09,Unit,Flat,Residential,Off-Plan,Hadaeq Sheikh Mohammed Bin Rashid,Parkwood Tower A,Parkwood,IMG World Adventures,Business Bay Metro Station,Dubai Mall,2,1,120.94,3314888.0,27409.36,1301.7981599999998,2546.391677185963
1-102-2024-13887,Sales,Sell - Pre registration,2024-03-06,Unit,Flat,Residential,Off-Plan,Madinat Dubai Almelaheyah,MAR CASA,MAR CASA,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,1,1,69.44,1450000.0,20881.34,747.4521599999999,1939.9234862067963
1-102-2025-115174,Sales,Sell - Pre registration,2025-11-13,Unit,Flat,Residential,Off-Plan,Madinat Dubai Almelaheyah,Franck Muller Yachting,Franck Muller Yachting,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,Studio,1,39.86,1303000.0,32689.41,429.05303999999995,3036.9205634809164
1-102-2025-52404,Sales,Sell - Pre registration,2025-06-18,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,Samana Parkville,Samana Parkville,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,71.26,1159000.0,16264.38,767.04264,1510.998136948423
1-102-2025-129810,Sales,Sell - Pre registration,2025-12-18,Unit,Flat,Residential,Off-Plan,Al Barsha South Third,One Beverly,One Beverly,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,36.07,637000.0,17660.11,388.25748,1640.6638192778669
1-102-2025-89325,Sales,Sell - Pre registration,2025-09-17,Unit,Flat,Residential,Off-Plan,Business Bay,Binghatti Aquarise - TOWER B,Binghatti Aquarise,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,51.12,1355999.0,26525.8,550.25568,2464.3071380926044
1-102-2025-131170,Sales,Sell - Pre registration,2025-12-23,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 3,Binghatti Vintage,Binghatti Vintage,IMG World Adventures,Emirates Towers Metro Station,Dubai Mall,1,1,80.91,1179999.0,14584.09,870.9152399999999,1354.8953397577475
1-102-2024-21560,Sales,Sell - Pre registration,2024-04-04,Unit,Flat,Residential,Off-Plan,Al Jadaf,Fawad Azizi Residence,Fawad Azizi Residence,Downtown Dubai,Al Jadaf Metro Station,Dubai Mall,2,1,117.57,2442400.0,20774.01,1265.5234799999998,1929.9523387744653
